image_name,registered,matched_points,matched_norm,inlier_ratio,reprojection_error,reprojection_score,geo_score,accepted,accept_rule
0000,1.0,4234.0,0.8987095952033997,0.3131425190444494,1.1926022553827096,0.0,0.6529630285619622,True,top_0.750
0001,1.0,4168.0,0.2737623453140259,0.31809509272685643,1.1926022553827096,0.0,0.49796435951022056,False,top_0.750
0002,1.0,4276.0,0.452644020318985,0.3142731148022931,1.1926022553827096,0.0,0.5417292837803195,True,top_0.750
0003,1.0,3097.0,0.30463019013404846,0.3673348357252995,1.1926022553827096,0.0,0.517991256464837,True,top_0.750
0004,1.0,4066.0,0.06882010400295258,0.5223535457348407,1.1926022553827096,0.0,0.4977934124344483,False,top_0.750
0005,1.0,3816.0,0.5985493659973145,0.4870453095086152,1.1926022553827096,0.0,0.6213986688764824,True,top_0.750
0006,1.0,4640.0,0.257485032081604,0.4253758709204254,1.1926022553827096,0.0,0.5207152257505073,True,top_0.750
0007,1.0,3801.0,0.4100531339645386,0.44539489102413876,1.1926022553827096,0.0,0.5638620062471693,True,top_0.750
0008,1.0,2486.0,0.32200387120246887,0.41433333333333333,1.1926022553827096,0.0,0.5340843011339506,True,top_0.750
0009,1.0,3891.0,0.12170026451349258,0.3922774473233189,1.1926022553827096,0.0,0.47849442795920283,False,top_0.750
0010,1.0,2570.0,0.36822131276130676,0.38698991115795817,1.1926022553827096,0.0,0.5388028059798162,True,top_0.750
0011,1.0,4235.0,0.005397655535489321,0.37755193010608895,1.1926022553827096,0.0,0.44573739641039456,False,top_0.750
0012,1.0,4041.0,0.21961709856987,0.418539616778871,1.1926022553827096,0.0,0.5095391788371852,True,top_0.750
0013,1.0,4731.0,0.0781816616654396,0.44856357257988055,1.1926022553827096,0.0,0.48168630856133,False,top_0.750
0014,1.0,5467.0,0.2299063801765442,0.43340732519422864,1.1926022553827096,0.0,0.5158284263426932,True,top_0.750
0015,1.0,5917.0,0.08602513372898102,0.4422602586142462,1.1926022553827096,0.0,0.48207134808580676,False,top_0.750
0016,1.0,5968.0,0.8052626848220825,0.4723761279088175,1.1926022553827096,0.0,0.669409703182725,True,top_0.750
0017,1.0,6213.0,0.13612212240695953,0.4772622522660931,1.1926022553827096,0.0,0.5033460936682631,True,top_0.750
0018,1.0,3675.0,0.7204183340072632,0.44871794871794873,1.1926022553827096,0.0,0.642284070681303,True,top_0.750
0019,1.0,2678.0,0.41418570280075073,0.388961510530138,1.1926022553827096,0.0,0.5507868033327221,True,top_0.750
0020,1.0,3284.0,0.0924348458647728,0.4075958793595631,1.1926022553827096,0.0,0.47500768130608395,False,top_0.750
0021,1.0,3224.0,0.1145315021276474,0.44450572177030195,1.1926022553827096,0.0,0.4897593059744873,False,top_0.750
0022,1.0,4387.0,0.525343656539917,0.348119346135534,1.1926022553827096,0.0,0.5683657506688627,True,top_0.750
0023,1.0,3603.0,0.26043686270713806,0.42160074888836885,1.1926022553827096,0.0,0.5205094028988767,True,top_0.750
0024,1.0,3638.0,0.6828033924102783,0.4306344696969697,1.1926022553827096,0.0,0.628359465526812,True,top_0.750
0025,1.0,4163.0,0.7403221726417542,0.4093814534369161,1.1926022553827096,0.0,0.6374259065196676,True,top_0.750
0026,1.0,3947.0,0.6797672510147095,0.34182038624751016,1.1926022553827096,0.0,0.6053969093155549,True,top_0.750
0027,1.0,4162.0,0.4410896599292755,0.34576721774528535,1.1926022553827096,0.0,0.5467142194186402,True,top_0.750
0028,1.0,2544.0,0.06941047310829163,0.3909635776855694,1.1926022553827096,0.0,0.4650935126984652,False,top_0.750
0029,1.0,2591.0,0.167495995759964,0.39115338164251207,1.1926022553827096,0.0,0.489662344350619,False,top_0.750
0030,1.0,2202.0,0.17280931770801544,0.35723556132381573,1.1926022553827096,0.0,0.48251121975795774,False,top_0.750
0031,1.0,3652.0,0.16066458821296692,0.38715148945192407,1.1926022553827096,0.0,0.48695401941622274,False,top_0.750
0032,1.0,4786.0,0.24028000235557556,0.3415887516950967,1.1926022553827096,0.0,0.495467188512668,False,top_0.750
0033,1.0,4368.0,0.6612128019332886,0.3585029546946816,1.1926022553827096,0.0,0.6049289391569925,True,top_0.750
0034,1.0,3796.0,0.2795816957950592,0.3098016812209255,1.1926022553827096,0.0,0.49734584425399614,False,top_0.750
0035,1.0,2217.0,0.28261786699295044,0.33050089445438285,1.1926022553827096,0.0,0.5032796903618333,True,top_0.750
0036,1.0,980.0,0.30471450090408325,0.2698237885462555,1.1926022553827096,0.0,0.4936345723625847,False,top_0.750
0037,1.0,1888.0,0.7681538462638855,0.20813581744019402,1.1926022553827096,0.0,0.5940724159260199,True,top_0.750
0038,1.0,1864.0,0.7213460206985474,0.2923921568627451,1.1926022553827096,0.0,0.6034345443903231,True,top_0.750
0043,1.0,2742.0,0.3747996985912323,0.3038563829787234,1.1926022553827096,0.0,0.5196640203924889,True,top_0.750
0044,1.0,1570.0,0.1631104052066803,0.17154720279720279,1.1926022553827096,0.0,0.43366440200097073,False,top_0.750
0045,1.0,1366.0,0.44058361649513245,0.12412539754656975,1.1926022553827096,0.0,0.4911772535104255,False,top_0.750
0046,1.0,607.0,0.2965337038040161,0.131985214176995,1.1926022553827096,0.0,0.45712972949525277,False,top_0.750
0047,1.0,1800.0,0.0,0.1842374616171955,1.1926022553827096,0.0,0.39605936540429887,False,top_0.750
0048,1.0,2064.0,0.30513620376586914,0.27619429947812124,1.1926022553827096,0.0,0.4953326258109976,False,top_0.750
0049,1.0,1801.0,0.5637176632881165,0.3001666666666667,1.1926022553827096,0.0,0.5659710824886958,True,top_0.750
0050,1.0,1945.0,0.6992493867874146,0.3083875059457745,1.1926022553827096,0.0,0.6019092231832972,True,top_0.750
0051,1.0,1291.0,0.9014084339141846,0.29102795311091073,1.1926022553827096,0.0,0.6481090967562738,True,top_0.750
0052,1.0,1367.0,0.1848696917295456,0.3164351851851852,1.1926022553827096,0.0,0.4753262192286827,False,top_0.750
0053,1.0,1908.0,0.455089807510376,0.28418230563002683,1.1926022553827096,0.0,0.5348180282851007,True,top_0.750
0054,1.0,2152.0,0.2148098200559616,0.3190984578884935,1.1926022553827096,0.0,0.48347706948611374,False,top_0.750
0055,1.0,1993.0,0.5433920621871948,0.3445116681071737,1.1926022553827096,0.0,0.5719759325735921,True,top_0.750
0056,1.0,2589.0,0.2522560656070709,0.23201003674164353,1.1926022553827096,0.0,0.4710665255871786,False,top_0.750
0057,1.0,1772.0,0.29442521929740906,0.2994254815816154,1.1926022553827096,0.0,0.49846267521975607,True,top_0.750
0058,1.0,1600.0,0.39588427543640137,0.303951367781155,1.1926022553827096,0.0,0.5249589108043891,True,top_0.750
0059,1.0,1373.0,0.27544909715652466,0.31885740826753367,1.1926022553827096,0.0,0.4985766263560146,True,top_0.750
0060,1.0,3207.0,0.062494728714227676,0.28718545715053284,1.1926022553827096,0.0,0.4374200464661901,False,top_0.750
