image_name,foreground_ratio,largest_component_ratio,hole_ratio,boundary_ratio,area_score,hole_score,boundary_score,temporal_score,mask_score,accepted,accept_rule
0000,0.22784010898919754,0.9814921920179884,0.0,0.003580246913579815,0.6509717399691359,1.0,0.2659447193145752,1.0,0.8722877665945942,True,threshold_0.450
0001,0.22958200713734567,0.9813012506263735,0.0,0.003579041280863766,0.6559485918209876,1.0,0.26648885011672974,0.9888572571799159,0.8723009709022451,True,threshold_0.450
0002,0.22868622202932098,0.9811510347603846,0.0,0.0033726369598761365,0.6533892057980599,1.0,0.35965389013290405,0.9939698460511863,0.8721270093651143,True,threshold_0.450
0003,0.22898136091820986,0.9808773192543735,0.0,0.0034482301311724237,0.654232459766314,1.0,0.3255332112312317,0.9967205771245062,0.8727526432631978,True,threshold_0.450
0004,0.22530972704475308,0.9792151043787892,1.0702003254473462e-06,0.002992500964505812,0.6437420772707232,0.9951012916862965,0.5312363505363464,0.9692444056272507,0.8634811775397367,True,threshold_0.450
0005,0.22201003086419754,0.9795404683286018,0.0,0.0030576051311724706,0.6343143738977073,1.0,0.5018502175807953,0.9790955036878586,0.8627364969159568,True,threshold_0.450
0006,0.21947181230709878,0.979312640663233,0.0,0.002900752314814465,0.6270623208774251,1.0,0.5726491212844849,0.9840538538992405,0.8608736825909546,True,threshold_0.450
0007,0.2140211467978395,0.9793541714426339,0.0,0.002787181712962627,0.6114889908509701,1.0,0.6239116489887238,0.968337707221508,0.8530780543138557,True,threshold_0.450
0008,0.22656454957561728,0.9798149974159558,0.0,0.0028386622299379294,0.6473272845017637,1.0,0.6006748378276825,0.9250311404466629,0.8592637198674035,True,threshold_0.450
0009,0.23935546875,0.979832872447638,0.0,0.0027962239583329963,0.6838727678571429,1.0,0.6198302507400513,0.9261578097939491,0.8722290019533837,True,threshold_0.450
0010,0.2547899787808642,0.9805709472723236,0.0,0.002731722608024362,0.7279713679453264,1.0,0.6489442884922028,0.9067656993865967,0.8849761178705507,True,threshold_0.450
0011,0.278520206404321,0.980998269382016,0.0,0.00278947241512312,0.7957720182980601,1.0,0.6228776276111603,0.860732689499855,0.901929590643904,True,threshold_0.450
0012,0.2997488667052469,0.9817837157113415,0.0,0.002812258873456451,0.8564253334435626,1.0,0.612592488527298,0.8730895519256592,0.9252474142074982,True,threshold_0.450
0013,0.31718147183641976,0.9830528768483776,0.0,0.0027690972222218883,0.9062327766754851,1.0,0.6320744454860687,0.8921850621700287,0.9459250942164373,True,threshold_0.450
0014,0.32093436535493824,0.9840365625599713,0.0,0.0028098476080243525,0.9169553295855379,1.0,0.6136808395385742,0.9726938102394342,0.9620494056588448,True,threshold_0.450
