rank,sample,frame,diff,laplacian_var,pixel_entropy,exg_sep,green_ratio,dyn_range,c_laplacian,c_entropy,c_exg_sep,c_green_ratio,c_dyn_range,path
46,XianKeLai3,0129.jpg,0.5716474259902242,161.0689239501953,0.9401518841235887,50.78733825683594,0.5305036059161472,0.26710669904664125,0.8849029245147484,0.8430147926769744,0.6684666405547746,0.25867470730960407,0.20317806489501944,/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/XianKeLai3/0129.jpg
47,WangWenCao1,0069.jpg,0.5698448065565741,78.5751953125,0.940803962028901,62.954166412353516,0.344364992054761,0.25210975181520484,0.963730909195917,0.8460005160375712,0.5444846117353934,0.21961791241666861,0.2753900833973203,/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/WangWenCao1/0069.jpg
48,WanNianQing2,0137.jpg,0.5692795072180739,255.91644287109375,0.9229689581901721,92.89610290527344,0.6500855641119667,0.20910317616025348,0.7942701104570867,0.7643379000160672,0.2393712341383083,0.5659466208098749,0.48247167066903174,/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/WanNianQing2/0137.jpg
49,WangWenCao1,0189.jpg,0.5676823589552081,366.87811279296875,0.870453298739969,60.989593505859375,0.5873303997066374,0.1728376089883593,0.688239204093114,0.523880080574205,0.5645039406514736,0.4046940394022913,0.6570945300549568,/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/WangWenCao1/0189.jpg
50,WangWenCao1,0223.jpg,0.5660795427819947,403.4603576660156,0.9386795287804773,61.28894805908203,0.5685735240190686,0.2214768105970836,0.6532825511926219,0.836273196761496,0.5614534673177121,0.35649729492041815,0.42289120371772526,/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/WangWenCao1/0223.jpg
51,WangWenCao2,0060.jpg,0.5656696426536849,179.38194274902344,0.9390270652722013,70.87301635742188,0.2725889255592226,0.25629457278098766,0.8674036747029228,0.8378644910126071,0.4637901965964253,0.4040501597920739,0.25523969116439504,/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/WangWenCao2/0060.jpg
52,WangWenCao2,0034.jpg,0.5655842388413004,113.36675262451172,0.938457938550669,75.53730010986328,0.31065884366214397,0.23875612874354177,0.9304853717215439,0.8352585831390609,0.4162603593023305,0.30622757218125995,0.33968930786230667,/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/WangWenCao2/0034.jpg
53,WangWenCao2,0172.jpg,0.5644678955308455,333.30535888671875,0.8842399511842842,59.34678268432617,0.3177728883999511,0.1751788733468437,0.7203200976874571,0.5870061732267469,0.581244459710071,0.2879476730033843,0.6458210740265687,/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/WangWenCao2/0172.jpg
54,XianKeLai3,0197.jpg,0.5634571984419908,245.7587890625,0.9335177913331969,61.03729248046875,0.3877337733773377,0.19954957111506505,0.8039763922804855,0.812638720034009,0.5640178800636948,0.10817962670686987,0.5284733731248952,/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/XianKeLai3/0197.jpg
55,DouBanLv2,0103.jpg,0.5630110128245805,150.6759490966797,0.9304642578390407,82.06536865234375,0.32473414008067475,0.20509632516023402,0.8948340705069825,0.7986572521578661,0.3497382409800076,0.2700603833439337,0.5017651171341131,/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/DouBanLv2/0103.jpg
56,XianKeLai3,0232.jpg,0.5625671526470143,317.20257568359375,0.9272893429915889,60.9981689453125,0.5012712382349346,0.1961108475779012,0.7357073273426347,0.7841200053799643,0.5644165554786227,0.1835606542445014,0.5450312207893486,/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/XianKeLai3/0232.jpg
57,XianKeLai2,0094.jpg,0.5616463377593187,148.6524200439453,0.9454631540820021,78.12885284423828,0.33393839383938395,0.2245967214893219,0.8967676807317233,0.867333946354901,0.3898520003041377,0.24640958595400175,0.4078684754518299,/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/XianKeLai2/0094.jpg
58,WanNianQing2,0129.jpg,0.5614927188518134,240.46397399902344,0.9219901090818106,76.47578430175781,0.572973964063073,0.21292477964265535,0.8090359235637232,0.759855962159371,0.4066970472674485,0.3678044490510628,0.4640702122174619,/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/WanNianQing2/0129.jpg
59,CaoMei2,0197.jpg,0.5606952397106971,288.25408935546875,0.9332498945598902,77.04023742675781,0.3168744652243002,0.19767632084672326,0.763369440263225,0.8114120787879645,0.40094517482243475,0.2902562169717243,0.5374932877081366,/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/CaoMei2/0197.jpg
60,WanNianQing2,0163.jpg,0.5512731187841172,179.79380798339844,0.9181525494865344,68.34112548828125,0.5480931426475981,0.23586542704710986,0.8670101113748714,0.7422846087398579,0.48959059113581604,0.303871915070709,0.35360836759933156,/data/fj/F2DMAS/00-论文优化重构/数据管理/01-输入图像/01-raw_frames/WanNianQing2/0163.jpg
