图像,COLMAP图像,后端,接受,原因,注册点数,掩膜内点数,正修正点支撑像素,负修正删除像素,几何修正像素,几何修正像素比例,修正前后IoU,正提示框xyxy,负提示框xyxy
0000.jpg,crop_0000.png,colmap_tracks,1,ok,1542,1503,8558,0,2075,0.00025016878858024694,0.9988883329065246,"184,540,2068,2825",
0025.jpg,crop_0025.png,colmap_tracks,1,ok,1891,1744,30065,0,974,0.00011742862654320988,0.9996464439118113,"0,746,1916,3245",
0050.jpg,crop_0050.png,colmap_tracks,1,ok,631,611,5039,0,1849,0.00022292148919753088,0.9990228925340323,"92,1047,1854,3084",
0075.jpg,crop_0075.png,colmap_tracks,1,ok,98,97,276,0,7,8.43942901234568e-07,0.9999966912850813,"1200,1755,1304,1831",
0100.jpg,crop_0100.png,colmap_tracks,1,ok,5064,5025,10493,0,3654,0.00044053819444444446,0.9984740513560647,"225,359,2149,2768",
