图像,COLMAP图像,后端,接受,原因,注册点数,掩膜内点数,正修正点支撑像素,负修正删除像素,几何修正像素,几何修正像素比例,修正前后IoU,正提示框xyxy,负提示框xyxy
0000.jpg,crop_0000.png,colmap_tracks,1,ok,3548,3477,13694,0,5013,0.0006043836805555556,0.9966340343243897,"559,276,2126,2683",
