method,mask_dir,gt_frames,eval_frames,missing_frames,precision,recall,f1,miou,iou_fg,hd95_px,boundary_f1,temporal_iou,area_cv,component_count_mean,outside_nonblack_ratio,leakage_energy
P1,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/method_masks/E2_P1,5,5,,0.9967501834340906,0.7805523377875132,0.8755016960588723,0.8500330406544365,0.7785709351365181,466.605672454834,0.32165878983646323,0.36738845586723473,0.24620692262242966,1.0,0.0009756984049182404,0.0007052951388888889
P2,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/method_masks/E2_P2,5,5,,0.9806085462896663,0.9640689142377665,0.9722683948394714,0.962617576818623,0.9460333709282063,114.22754020690918,0.34788882867866794,0.4017491508636861,0.1909152073214325,1.0,0.007309098519386843,0.005283468364197531
P3,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/method_masks/E2_P3,5,5,,0.9776773436256949,0.6164173686737361,0.7561122823127178,0.7374753095780877,0.6078621659827395,1282.9761752228608,0.2587894165380479,0.20821222116774654,0.5775818262698877,0.8,0.005395929072696903,0.003900511188271605
P4,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/method_masks/E2_P4,5,5,,0.0,0.0,0.0,0.36143091724537035,0.0,4405.814340164597,0.0,0.0,0.0,0.0,0.0,0.0
P5,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/method_masks/E2_P5,5,5,,0.9972992225200293,0.5075922214641109,0.6727678994348875,0.6738237976995598,0.5068954398770452,2023.1396162233093,0.21229634156951693,0.0806972517410679,0.8715753083997114,0.6,0.000527010567497548,0.00038095582561728394
multi_select,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/method_masks/E2_multi_select,5,5,,0.9806085462896663,0.9640689142377665,0.9722683948394714,0.962617576818623,0.9460333709282063,114.22754020690918,0.34788882867866794,0.4017491508636861,0.1909152073214325,1.0,0.007309098519386843,0.005283468364197531
