图像,提示词编号,实例编号,提示词文本,SAM3分数,外接框,面积比例,掩膜阈值,来源阶段,候选模式,排名,是否空掩膜
DouBanLv2_0043.jpg,P6,0,whole potted plant including the pot,0.376953,"1497,1593,1954,2401",0.01779767071759259,0.5,raw,per_instance,8,0
DouBanLv2_0043.jpg,P6,1,whole potted plant including the pot,0.488281,"1184,1828,1366,2233",0.005396532600308642,0.5,raw,per_instance,6,0
DouBanLv2_0043.jpg,P6,2,whole potted plant including the pot,0.804688,"1833,1701,2166,2612",0.022559919945987654,0.5,raw,per_instance,10,0
DouBanLv2_0043.jpg,P6,3,whole potted plant including the pot,0.375,"1480,1090,1904,1642",0.012750530478395061,0.5,raw,per_instance,9,0
DouBanLv2_0043.jpg,P6,4,whole potted plant including the pot,0.953125,"213,879,1312,2619",0.150404972029321,0.5,raw,per_instance,7,0
DouBanLv2_0043.jpg,P6,5,whole potted plant including the pot,0.597656,"1506,1541,2078,2401",0.023113064236111112,0.5,raw,per_instance,1,0
DouBanLv2_0043.jpg,P6,6,whole potted plant including the pot,0.417969,"1227,1091,1904,1821",0.024007161458333332,0.5,raw,per_instance,11,0
DouBanLv2_0043.jpg,P6,7,whole potted plant including the pot,0.574219,"1687,1777,1950,2408",0.014674479166666667,0.5,raw,per_instance,3,0
DouBanLv2_0043.jpg,P6,8,whole potted plant including the pot,0.78125,"1295,1775,1638,2335",0.015103684413580247,0.5,raw,per_instance,0,0
DouBanLv2_0043.jpg,P6,9,whole potted plant including the pot,0.59375,"1587,1875,1731,2315",0.005308762538580247,0.5,raw,per_instance,2,0
DouBanLv2_0043.jpg,P6,10,whole potted plant including the pot,0.507812,"1228,1261,1579,1773",0.00909010898919753,0.5,raw,per_instance,4,0
DouBanLv2_0043.jpg,P6,11,whole potted plant including the pot,0.347656,"1185,1090,1911,2245",0.034087336033950616,0.5,raw,per_instance,12,0
DouBanLv2_0043.jpg,P6,12,whole potted plant including the pot,0.470703,"1488,1088,1906,1855",0.016857638888888887,0.5,raw,per_instance,5,0
