image_name,fft_score,is_fft_blurry,fft_kept,exposure_mean,exposure_score,contrast_score,entropy_score,contrast_norm,entropy_norm,raw_score,accepted
0155,0.832525,False,True,0.6021850054156929,0.7956299891686143,0.7866838057813136,7.461838245391846,0.16433051228523254,0.27219492197036743,0.5794410846848428,True
0156,0.794497,False,True,0.597912928891987,0.804174142216026,0.8071221429743796,7.488725662231445,0.2130027860403061,0.3372977375984192,0.5886937331709503,True
0157,0.734358,False,True,0.576568018496599,0.846863963006802,0.8407235281746389,7.4948930740356445,0.2930215895175934,0.352230966091156,0.5921665037231103,True
0158,0.493404,False,True,0.5644865153200334,0.8710269693599333,0.8584359722879299,7.525429725646973,0.33520233631134033,0.426169753074646,0.523841411749184,True
0159,0.624075,False,True,0.5718668623713328,0.8562662752573345,0.8401414265181147,7.492333889007568,0.2916353642940521,0.34603437781333923,0.5484172034729452,True
0160,0.810977,False,True,0.5602415845968893,0.8795168308062213,0.8351809162616667,7.534982204437256,0.2798224091529846,0.44929927587509155,0.6461185031668595,True
0161,0.795705,False,True,0.5578277328560067,0.8843445342879865,0.830097672729056,7.525317192077637,0.26771703362464905,0.4258972704410553,0.6338737676707382,True
0162,0.809916,False,True,0.5594365893558092,0.8811268212883816,0.8175272531379121,7.506514072418213,0.2377815842628479,0.38036903738975525,0.623821888588197,True
0163,0.78075,False,True,0.5446228025310252,0.9107543949379495,0.8468801385177516,7.5250091552734375,0.3076830506324768,0.42515140771865845,0.641017770657817,True
0164,0.661583,False,True,0.5453902611994664,0.9092194776010671,0.8032333256128558,7.4697113037109375,0.20374183356761932,0.2912580370903015,0.5454770696517977,True
0165,0.376913,True,False,0.5519713980763092,0.8960572038473815,0.813519074364388,7.486470699310303,0.22823645174503326,0.3318377733230591,0.4419914857830948,False
0166,0.764922,False,True,0.5652963914671049,0.8694072170657903,0.8159161630741985,7.516231536865234,0.23394498229026794,0.40389806032180786,0.6074188519355732,True
