image_name,registered,matched_points,matched_norm,inlier_ratio,reprojection_error,reprojection_score,geo_score,accepted
0073,1.0,550.0,0.2737623453140259,0.23615285530270502,1.1926022553827096,0.0,0.4774788001541827,False
0074,1.0,849.0,0.2765454947948456,0.1496826516220028,1.1926022553827096,0.0,0.4565570366042121,False
0075,1.0,614.0,0.22889432311058044,0.2184276058342227,1.1926022553827096,0.0,0.46183048223620077,False
0076,1.0,1592.0,0.45239099860191345,0.362147406733394,1.1926022553827096,0.0,0.5536346013338268,True
0077,1.0,3901.0,0.26161760091781616,0.5684931506849316,1.1926022553827096,0.0,0.557527687900687,True
0078,1.0,2862.0,0.16327907145023346,0.5411230856494611,1.1926022553827096,0.0,0.5261005392749236,False
0079,1.0,9658.0,0.28649741411209106,0.7077531877473252,1.1926022553827096,0.0,0.598562650464854,True
0080,1.0,9328.0,0.137471541762352,0.762589928057554,1.1926022553827096,0.0,0.5750153674549765,True
0081,1.0,8255.0,0.3747153580188751,0.7155239663690734,1.1926022553827096,0.0,0.6225598310969871,True
0082,1.0,8181.0,0.1405920535326004,0.7356352845967089,1.1926022553827096,0.0,0.5690568345323272,True
0083,1.0,7896.0,0.12170026451349258,0.7275407721367364,1.1926022553827096,0.0,0.5623102591625573,True
0084,1.0,5501.0,0.11284473538398743,0.7041730670762929,1.1926022553827096,0.0,0.5542544506150701,True
0085,1.0,8600.0,0.31424474716186523,0.7319771895480467,1.1926022553827096,0.0,0.611555484177478,True
0086,1.0,11482.0,0.26355740427970886,0.7802391954335417,1.1926022553827096,0.0,0.6109491499283126,True
0087,1.0,11238.0,0.31019651889801025,0.7966257886155809,1.1926022553827096,0.0,0.6267055768783978,True
0088,1.0,12407.0,0.35919710993766785,0.7820359281437126,1.1926022553827096,0.0,0.6353082595203451,True
0089,1.0,10955.0,0.004216918256133795,0.7953390445767388,1.1926022553827096,0.0,0.5498889907082181,False
0090,1.0,11206.0,0.2120266556739807,0.815041093897738,1.1926022553827096,0.0,0.6067669373929296,True
0091,1.0,10599.0,0.025217171758413315,0.7444686380557701,1.1926022553827096,0.0,0.5424214524535458,False
0093,1.0,10098.0,0.16066458821296692,0.7721954576737784,1.1926022553827096,0.0,0.5832150114716863,True
0094,1.0,9074.0,0.7334064245223999,0.7434048828445027,1.1926022553827096,0.0,0.7192028268417257,True
0095,1.0,4809.0,0.0781816616654396,0.656608410704533,1.1926022553827096,0.0,0.5336975180924931,False
0096,1.0,7647.0,0.167495995759964,0.7017527759933927,1.1926022553827096,0.0,0.5673121929383391,True
0097,1.0,9246.0,0.12768828868865967,0.6863632989384604,1.1926022553827096,0.0,0.55351289690678,True
0098,1.0,8841.0,0.08383233845233917,0.6402346295893983,1.1926022553827096,0.0,0.5310167420104344,False
0099,1.0,8610.0,0.257485032081604,0.6599724053349686,1.1926022553827096,0.0,0.5793643593541431,True
0100,1.0,6779.0,0.08602513372898102,0.568326626425218,1.1926022553827096,0.0,0.5135879400385497,False
0101,1.0,4608.0,0.8045036792755127,0.5470085470085471,1.1926022553827096,0.0,0.687878056571015,True
0102,1.0,5780.0,0.4972589910030365,0.5008665511265165,1.1926022553827096,0.0,0.5995313855323883,True
0103,1.0,7234.0,0.9014084339141846,0.5605144893847823,1.1926022553827096,0.0,0.7154807308247417,True
0104,1.0,7237.0,0.2030024528503418,0.5331123388581952,1.1926022553827096,0.0,0.5340286979271343,False
0105,1.0,5168.0,0.8987095952033997,0.4224983649444081,1.1926022553827096,0.0,0.6803019900369519,True
0106,1.0,4878.0,0.17643585801124573,0.396231012915279,1.1926022553827096,0.0,0.4931667177316312,False
0107,1.0,3229.0,0.6992493867874146,0.4661469611664501,1.1926022553827096,0.0,0.6413490869884662,True
0108,1.0,6360.0,0.27544909715652466,0.4224510129525075,1.1926022553827096,0.0,0.524475027527258,False
0109,1.0,5914.0,0.921986997127533,0.43918015743353633,1.1926022553827096,0.0,0.6902917886402673,True
0110,1.0,3879.0,0.525343656539917,0.49508615188257815,1.1926022553827096,0.0,0.6051074521056238,True
0111,1.0,2990.0,0.2259424775838852,0.4614909708288316,1.1926022553827096,0.0,0.5218583621031792,False
0112,1.0,3819.0,0.13612212240695953,0.4520596590909091,1.1926022553827096,0.0,0.49704544537446715,False
0113,1.0,4548.0,0.2148098200559616,0.5383522727272727,1.1926022553827096,0.0,0.5382905231958086,False
0114,1.0,7211.0,0.5191869735717773,0.5119994319795512,1.1926022553827096,0.0,0.6077966013878321,True
0115,1.0,6699.0,0.22290630638599396,0.5170178282009724,1.1926022553827096,0.0,0.5349810336467415,False
0116,1.0,6446.0,0.19060470163822174,0.5443796976606705,1.1926022553827096,0.0,0.533746099824723,False
0117,1.0,5774.0,0.026482246816158295,0.5584139264990329,1.1926022553827096,0.0,0.49622404332879777,False
0118,1.0,4916.0,0.2522560656070709,0.4900807496760044,1.1926022553827096,0.0,0.5355842038207688,False
0119,1.0,4950.0,0.20511090755462646,0.5132192846034215,1.1926022553827096,0.0,0.529582548039512,False
0120,1.0,6993.0,0.17280931770801544,0.5015779658585569,1.1926022553827096,0.0,0.518596820891643,False
0121,1.0,5461.0,0.6789238452911377,0.4918933525490903,1.1926022553827096,0.0,0.6427042994600569,True
0122,1.0,2455.0,0.10280846804380417,0.4023271058669289,1.1926022553827096,0.0,0.47628389347768324,False
0123,1.0,5315.0,0.6498271226882935,0.4445094923475788,1.1926022553827096,0.0,0.623584153758968,True
0124,1.0,4060.0,0.5078012943267822,0.4124339699309224,1.1926022553827096,0.0,0.5800588160644261,True
