figure,method,mask_dir,gt_frames,eval_frames,missing_frames,precision,recall,f1,miou,iou_fg,hd95_px,boundary_f1,temporal_iou,area_cv,component_count_mean,outside_nonblack_ratio,leakage_energy
Fig_E2_prompt_P2_vs_P4,P2,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/method_masks/E2_P2,5,5,,0.9806085462896663,0.9640689142377665,0.9722683948394714,0.962617576818623,0.9460333709282063,114.22754020690918,0.34788882867866794,0.4017491508636861,0.1909152073214325,1.0,0.007309098519386843,0.005283468364197531
Fig_E2_prompt_P2_vs_P4,P4,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/method_masks/E2_P4,5,5,,0.0,0.0,0.0,0.36143091724537035,0.0,4405.814340164597,0.0,0.0,0.0,0.0,0.0,0.0
Fig_E3_ablation_A0_vs_A2A5,A0,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/method_masks/E3_A0_single_P2,5,5,,0.9806085462896663,0.9640689142377665,0.9722683948394714,0.962617576818623,0.9460333709282063,114.22754020690918,0.34788882867866794,0.4017491508636861,0.1909152073214325,1.0,0.007309098519386843,0.005283468364197531
Fig_E3_ablation_A0_vs_A2A5,A2,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/method_masks/E3_A2_spnp,5,5,,0.9949199825597348,0.9694612786351628,0.9820256561043801,0.97561873862993,0.9646860571616469,84.09151859283448,0.42834747946837853,0.4126283937978389,0.1630427562852766,1.0,0.0018977917726842207,0.0013718412422839507
Fig_E3_ablation_A0_vs_A2A5,A5,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/method_masks/E3_A5_full_rap_fsam3,5,5,,0.9949199825597348,0.9694612786351628,0.9820256561043801,0.97561873862993,0.9646860571616469,84.09151859283448,0.42834747946837853,0.4126283937978389,0.1630427562852766,1.0,0.0018977917726842207,0.0013718412422839507
