image_name,fft_score,is_fft_blurry,fft_kept,exposure_mean,exposure_score,contrast_score,entropy_score,contrast_norm,entropy_norm,raw_score,accepted,accept_rule
0000,0.62708,False,True,0.5673705038561468,0.8652589922877063,0.8566290254864147,7.55851936340332,0.42924124002456665,0.6919910907745361,0.6481302646173619,True,threshold_0.450
0001,0.653776,False,True,0.5668497299415641,0.8663005401168717,0.8653101327317732,7.571932792663574,0.44924330711364746,0.7144796252250671,0.6675150944911173,True,threshold_0.450
0002,0.706987,False,True,0.5609289736078442,0.8781420527843116,0.875856537480562,7.588240146636963,0.4735431373119354,0.7418200373649597,0.7014958454922413,True,threshold_0.450
0003,0.599983,False,True,0.5498185707560219,0.9003628584879562,0.8875156996843845,7.603862762451172,0.5004069805145264,0.7680124044418335,0.6737496486888632,True,threshold_0.450
0004,0.809235,False,True,0.539402428196341,0.921195143607318,0.8957743985985617,7.62170934677124,0.5194357633590698,0.7979333996772766,0.7714068613287328,True,threshold_0.450
0005,0.776854,False,True,0.5364881665563073,0.9270236668873855,0.8954803641689619,7.631593704223633,0.5187581777572632,0.8145052194595337,0.7627990128208365,True,threshold_0.450
0006,0.582861,False,True,0.5350543247094235,0.929891350581153,0.8910907142705938,7.642784118652344,0.5086440443992615,0.8332667350769043,0.6875048260114638,True,threshold_0.450
0007,0.391983,False,True,0.5192723296166193,0.9614553407667614,0.8828218620050509,7.6846137046813965,0.48959189653396606,0.9033968448638916,0.6276820164329239,True,threshold_0.450
0008,0.702649,False,True,0.5043341714548221,0.9913316570903559,0.91245582243825,7.7422332763671875,0.5578711628913879,1.0,0.7909001639963489,True,threshold_0.450
0009,0.417182,False,True,0.5157077911239439,0.9685844177521121,0.9361179997552097,7.739648818969727,0.6123910546302795,0.9956669807434082,0.68220129062516,True,threshold_0.450
0010,0.429568,False,True,0.5220754448938787,0.9558491102122426,0.9586176541162823,7.732132911682129,0.6642321944236755,0.9830660223960876,0.6924566654064013,True,threshold_0.450
0011,0.689781,False,True,0.5224555352472348,0.9550889295055305,0.953592821135334,7.71889066696167,0.6526545882225037,0.9608645439147949,0.7896340123285659,True,threshold_0.450
0012,0.586375,False,True,0.5237982819477289,0.9524034361045421,0.9458417410080943,7.692225456237793,0.6347953677177429,0.9161584973335266,0.7352214602311624,True,threshold_0.450
0013,0.611096,False,True,0.519061081141332,0.961877837717336,0.9317032033572401,7.649106502532959,0.6022189259529114,0.8438666462898254,0.7260310819920146,True,threshold_0.450
0014,0.414804,False,True,0.528876558236422,0.942246883527156,0.9409847021682263,7.601838111877441,0.623604416847229,0.764617919921875,0.632015444059252,True,threshold_0.450
0015,0.514439,False,True,0.5417498893326532,0.9165002213346936,0.9567045073258438,7.538050651550293,0.6598241329193115,0.6576738953590393,0.652575249922609,True,threshold_0.450
0016,0.605177,False,True,0.5488953320443698,0.9022093359112604,0.9493990791457708,7.509015083312988,0.6429917812347412,0.6089938282966614,0.6729097890885327,True,threshold_0.450
0017,0.450556,False,True,0.5432701764497266,0.9134596471005467,0.9498898386856784,7.515489101409912,0.6441226005554199,0.6198479533195496,0.6157084401951033,True,threshold_0.450
0018,0.586222,False,True,0.529746639375662,0.940506721248676,0.9575947327876981,7.543155670166016,0.6618753671646118,0.6662328243255615,0.6882117825477699,True,threshold_0.450
0019,0.585271,False,True,0.5244599623125896,0.9510800753748208,0.9737734978774639,7.566258430480957,0.6991526484489441,0.7049661874771118,0.7051481822601753,True,threshold_0.450
0020,0.479314,False,True,0.5119089136323108,0.9761821727353783,0.9801948455828993,7.569718837738037,0.7139480710029602,0.7107678055763245,0.6719052098629326,True,threshold_0.450
0021,0.656721,False,True,0.49822230291196923,0.9964446058239385,1.0002548609969575,7.565703868865967,0.7601681351661682,0.7040364146232605,0.7548182311226734,True,threshold_0.450
0022,0.661331,False,True,0.4871885176828149,0.9743770353656298,1.021033317815261,7.564950942993164,0.8080434799194336,0.7027741074562073,0.7615713245482542,True,threshold_0.450
0023,0.619501,False,True,0.4797097165334191,0.9594194330668382,1.016924621823552,7.589313507080078,0.7985767722129822,0.7436195611953735,0.7481235532950388,True,threshold_0.450
0024,0.499481,False,True,0.4864278335205699,0.9728556670411398,1.0101972019606824,7.597009658813477,0.7830761075019836,0.7565227150917053,0.7022832979269658,True,threshold_0.450
0025,0.461322,False,True,0.5045319302545748,0.9909361394908505,1.0213737076854175,7.6058502197265625,0.8088279366493225,0.7713445425033569,0.6987505237287062,True,threshold_0.450
