图像,提示词编号,实例编号,提示词文本,SAM3分数,外接框,面积比例,掩膜阈值,来源阶段,候选模式,排名,是否空掩膜
WangWenCao2_0015.jpg,P6,0,whole potted plant including the pot,0.945312,"897,1665,2025,3014",0.11700279706790123,0.5,raw,per_instance,0,0
WangWenCao2_0015.jpg,P6,1,whole potted plant including the pot,0.378906,"-7,2185,363,2505",0.010044487847222222,0.5,raw,per_instance,1,0
WangWenCao2_0015.jpg,P6,2,whole potted plant including the pot,0.302734,"-10,1735,576,2500",0.040782093942901235,0.5,raw,per_instance,2,0
