图像,选择提示词,选择分数,前景面积比例,恢复细结构像素,A5c接受,A5c原因,A5c修正像素比例,重提示标记,SPNP后端,SPNP接受,SPNP原因,SPNP正框数,SPNP负框数,SPNP细化IoU
0000.jpg,P2,1.0548857218967869,0.13042052469135804,3,1,ok,0.001044921875,0,sam3_if_supported,1,ok,1,9,0.9871492964729058
0025.jpg,P2,0.739749615115906,0.13187560281635802,6,1,ok,0.0006223476080246913,0,sam3_if_supported,1,ok,1,9,0.9928417834825509
0050.jpg,P2,0.625407843023998,0.0816236255787037,3,1,ok,0.0006882957175925926,0,sam3_if_supported,1,ok,1,9,0.9844095872249781
0075.jpg,P2,0.9409518732214693,0.0933447868441358,1,1,ok,0.00020399305555555557,0,sam3_if_supported,1,ok,1,9,0.994843539475268
0100.jpg,P2,0.6180621331664458,0.11701461226851852,5,1,ok,0.00018373842592592593,0,sam3_if_supported,1,ok,1,9,0.9935782003481786
