method,frame,mask_path,gt_path,precision,recall,f1,miou,iou_fg,hd95_px,boundary_f1,area_ratio,component_count,temporal_iou,outside_nonblack_ratio,leakage_energy
A1s,0000,00-论文优化重构/数据管理/03-分割Mask/05-RAP-FSAM3掩膜/E3v2_KongQueZhuYu_GT5_A1s_语义门控选择/最终掩膜/mask_0000.png,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/gt_masks/mask_0000.png,0.9964365609702595,0.9516113418056596,0.9735082299135822,0.9663372612965784,0.9483838626700583,15.062299728393555,0.337270442384181,0.22478913483796295,1,,0.001047605337236993,0.0008010223765432099
A1s,0025,00-论文优化重构/数据管理/03-分割Mask/05-RAP-FSAM3掩膜/E3v2_KongQueZhuYu_GT5_A1s_语义门控选择/最终掩膜/mask_0025.png,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/gt_masks/mask_0025.png,0.9375929788683491,0.9818809243964477,0.9592260246237624,0.9386173051469358,0.9216468198842158,163.96615600585938,0.36821448211326746,0.3659862075617284,1,0.39331968863239836,0.035110450254064035,0.02284010898919753
A1s,0050,00-论文优化重构/数据管理/03-分割Mask/05-RAP-FSAM3掩膜/E3v2_KongQueZhuYu_GT5_A1s_语义门控选择/最终掩膜/mask_0050.png,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/gt_masks/mask_0050.png,0.9950029742314279,0.9611285944721508,0.9777724826070513,0.9715771330632752,0.9565116042862222,51.539066314697266,0.3597706956786603,0.22821735146604938,1,0.5698032077283607,0.0014931901908186247,0.0011404079861111111
A1s,0075,00-论文优化重构/数据管理/03-分割Mask/05-RAP-FSAM3掩膜/E3v2_KongQueZhuYu_GT5_A1s_语义门控选择/最终掩膜/mask_0075.png,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/gt_masks/mask_0075.png,0.9958641395850527,0.9497135387319976,0.9722414752617157,0.9632693536964446,0.9459823994252874,290.3199462890625,0.2892765636357258,0.2550687210648148,1,0.30742852073422194,0.0014401040166558317,0.0010549286265432098
A1s,0100,00-论文优化重构/数据管理/03-分割Mask/05-RAP-FSAM3掩膜/E3v2_KongQueZhuYu_GT5_A1s_语义门控选择/最终掩膜/mask_0100.png,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/gt_masks/mask_0100.png,0.9979848778002796,0.9682476495859157,0.9828913913218098,0.9761494804712809,0.9663583445617983,50.249820709228516,0.3849119595815051,0.2882573784722222,1,0.3364451863597636,0.0008264084320418,0.0005808738425925926
A2,0000,00-论文优化重构/数据管理/03-分割Mask/05-RAP-FSAM3掩膜/E3v2_KongQueZhuYu_GT5_A2_A1s结构化正负提示/最终掩膜/mask_0000.png,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/gt_masks/mask_0000.png,0.9932459088078863,0.9633322867136843,0.9780604269136801,0.9719536128222275,0.9570628759975289,11.48632526397705,0.4742057754552435,0.2282888454861111,1,,0.0020165299003497747,0.0015418836805555555
A2,0025,00-论文优化重构/数据管理/03-分割Mask/05-RAP-FSAM3掩膜/E3v2_KongQueZhuYu_GT5_A2_A1s结构化正负提示/最终掩膜/mask_0025.png,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/gt_masks/mask_0025.png,0.9953141248007318,0.9849816108045191,0.9901209120193143,0.9849800389570147,0.9804351073346027,12.323699951171875,0.493246367291944,0.3458503327546296,1,0.39578317049186573,0.002491249029085638,0.0016206114969135803
A2,0050,00-论文优化重构/数据管理/03-分割Mask/05-RAP-FSAM3掩膜/E3v2_KongQueZhuYu_GT5_A2_A1s结构化正负提示/最终掩膜/mask_0050.png,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/gt_masks/mask_0050.png,0.9935971024762804,0.9659304944119866,0.97956848575678,0.9738101356416544,0.9599551484680037,60.906497955322266,0.4082443883094942,0.2296820746527778,1,0.607696960471172,0.0019255665448361966,0.001470630787037037
A2,0075,00-论文优化重构/数据管理/03-分割Mask/05-RAP-FSAM3掩膜/E3v2_KongQueZhuYu_GT5_A2_A1s结构化正负提示/最终掩膜/mask_0075.png,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/gt_masks/mask_0075.png,0.9948422870434548,0.954314498861818,0.9741570564991574,0.9657161739070736,0.9496161792317843,286.860595703125,0.30984652232690174,0.256567684220679,1,0.30917184732760994,0.001806466478493075,0.0013233024691358024
A2,0100,00-论文优化重构/数据管理/03-分割Mask/05-RAP-FSAM3掩膜/E3v2_KongQueZhuYu_GT5_A2_A1s结构化正负提示/最终掩膜/mask_0100.png,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/gt_masks/mask_0100.png,0.9968852962940933,0.9725039391678059,0.9845436951594702,0.9783996359381703,0.9695579125032718,48.88051986694336,0.4561943439583091,0.2898438705632716,1,0.33786159690070766,0.0012843807262617264,0.0009027777777777777
A5c,0000,00-论文优化重构/数据管理/03-分割Mask/05-RAP-FSAM3掩膜/E3v2_KongQueZhuYu_GT5_A5c_完整RAPFSAM3v2/最终掩膜/mask_0000.png,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/gt_masks/mask_0000.png,0.9926868667039237,0.9635161707857894,0.9778840235554409,0.9717290097321665,0.9567251134817603,11.90939998626709,0.47116679370536907,0.22846100983796297,1,,0.0021850865086439266,0.0016707658179012346
A5c,0025,00-论文优化重构/数据管理/03-分割Mask/05-RAP-FSAM3掩膜/E3v2_KongQueZhuYu_GT5_A5c_完整RAPFSAM3v2/最终掩膜/mask_0025.png,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/gt_masks/mask_0025.png,0.9951649155820396,0.9851872192935278,0.9901509319021705,0.9850238866962007,0.9804939799243834,12.288599967956543,0.4958200175587316,0.3459743923611111,1,0.3959305110592537,0.0025714983096684443,0.0016728153935185186
A5c,0050,00-论文优化重构/数据管理/03-分割Mask/05-RAP-FSAM3掩膜/E3v2_KongQueZhuYu_GT5_A5c_完整RAPFSAM3v2/最终掩膜/mask_0050.png,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/gt_masks/mask_0050.png,0.9933015623918211,0.9663979269672354,0.9796650720797268,0.9739288133841768,0.9601406805474718,59.93273162841797,0.4157907177508395,0.22986159336419754,1,0.6079926041041027,0.002016019867527715,0.0015397135416666667
A5c,0075,00-论文优化重构/数据管理/03-分割Mask/05-RAP-FSAM3掩膜/E3v2_KongQueZhuYu_GT5_A5c_完整RAPFSAM3v2/最终掩膜/mask_0075.png,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/gt_masks/mask_0075.png,0.9948422918907539,0.9543154003921657,0.9741575285279489,0.9657167813924177,0.9496170763236815,286.860595703125,0.30984652232690174,0.2565679253472222,1,0.3091110555910668,0.001806466478493075,0.0013233024691358024
A5c,0100,00-论文优化重构/数据管理/03-分割Mask/05-RAP-FSAM3掩膜/E3v2_KongQueZhuYu_GT5_A5c_完整RAPFSAM3v2/最终掩膜/mask_0100.png,00-论文优化重构/数据管理/05-评测结果/S21_KongQueZhuYu_E2_E3/gt_masks/mask_0100.png,0.9963207419006259,0.9731361537896559,0.9845919825264402,0.9784608930445879,0.9696515741289959,47.78831481933594,0.467412535496558,0.29019663869598766,1,0.33804221054050887,0.0015190272050980035,0.0010677083333333333
