图像,选择提示词,选择分数,前景面积比例,恢复细结构像素,A5c接受,A5c原因,A5c修正像素比例,重提示标记,SPNP后端,SPNP接受,SPNP原因,SPNP正框数,SPNP负框数,SPNP细化IoU
0000.jpg,P2,1.1688098016889006,0.2282888454861111,0,0,module_off,0.0,0,sam3_if_supported,1,ok,1,9,0.9845964462193222
0025.jpg,P2,1.2226345074502323,0.3458503327546296,0,0,module_off,0.0,0,sam3_if_supported,1,ok,1,9,0.9326498867759998
0050.jpg,P2,1.003124885474278,0.2296820746527778,0,0,module_off,0.0,0,sam3_if_supported,1,ok,1,9,0.9934700488814684
0075.jpg,P2,1.0697444047254012,0.256567684220679,0,0,module_off,0.0,0,sam3_if_supported,1,ok,1,9,0.9937135579213822
0100.jpg,P2,1.1870730971935686,0.2898438705632716,0,0,module_off,0.0,0,sam3_if_supported,1,ok,1,9,0.994524731467258
