图像,重提示分数,IoU下降,面积变化,SSIM下降,边界变化,是否标记
0000.jpg,0.0,0.0,0.0,0.0,0.0,0
0025.jpg,0.35741970139406465,0.4589842904817357,0.31018883291872135,0.43932143925671385,0.06265087787732239,0
0050.jpg,0.3304504538376357,0.4814021304960706,0.1650159781311362,0.46402711192567603,0.031326237665386183,0
0075.jpg,0.3798088414872891,0.5622222303896646,0.1645824726042221,0.4810268620128483,0.1441915146442592,0
0100.jpg,0.4479988119057593,0.5679743219662359,0.2554404807029361,0.4482433975507776,0.4885788643609884,0
