图像,COLMAP图像,后端,接受,原因,注册点数,掩膜内点数,正修正点支撑像素,负修正删除像素,几何修正像素,几何修正像素比例,修正前后IoU,正提示框xyxy,负提示框xyxy
0000.jpg,0000.jpg,colmap_tracks,1,ok,297,264,8949,0,2764,0.0003332368827160494,0.9990212204644245,"60,0,1847,3810",
0025.jpg,0025.jpg,colmap_tracks,1,ok,156,128,6489,0,982,0.00011839313271604939,0.9994958867541934,"144,301,2035,2879",
0050.jpg,0050.jpg,colmap_tracks,1,ok,115,85,7778,0,718,8.656442901234567e-05,0.9995585689271872,"52,367,1841,2350",
0075.jpg,0075.jpg,colmap_tracks,1,ok,163,128,9106,0,653,7.872781635802468e-05,0.9996552681675788,"34,0,2026,2370",
0100.jpg,0100.jpg,colmap_tracks,1,ok,110,73,9257,0,380,4.5814043209876546e-05,0.9998402077635479,"3,29,1826,3500",
