图像,重提示分数,IoU下降,面积变化,SSIM下降,边界变化,是否标记
0000.jpg,0.0,0.0,0.0,0.0,0.0,0
0001.jpg,0.13778041106810557,0.22827854619283916,0.016456216761844163,0.20955086659640287,0.009207660407000773,0
0002.jpg,0.23544914205832798,0.4986311408492855,0.002492580700032273,0.23470279559788032,0.010862657910666115,0
0003.jpg,0.1473512557633955,0.2447257702489155,0.006421834809945634,0.2381615862588915,0.0036758727271052633,0
0004.jpg,0.08973641922724415,0.07950248746981758,0.016453187517438326,0.22908083550424452,0.003513619049248496,0
0005.jpg,0.12321336393739517,0.15678161883245834,0.02830963960775939,0.24204285426428307,0.005011159186827635,0
0006.jpg,0.12855231815306897,0.17324334809255415,0.03475564303908968,0.23137138666022206,0.009235925972313895,0
0007.jpg,0.08925120159704482,0.08610357112138367,0.011032973155004224,0.2203293949525823,0.00849573118442611,0
0008.jpg,0.11720149422218164,0.12835135443240486,0.05334098440253874,0.2242954807059232,0.01912935929149638,0
0009.jpg,0.4153896394014083,0.59086060932597,0.59086060932597,0.23979895862627099,0.006156894328390519,0
0010.jpg,0.22677143666934726,0.3047628835158265,0.21248737995717715,0.215402393169966,0.08754656104681481,0
0011.jpg,0.19208477550006095,0.2274125831729239,0.1169762366878188,0.22615652152592902,0.17804787890733756,0
0012.jpg,0.3364091805367249,0.5394784367550387,0.2571436288500146,0.2366176323329292,0.1610094158448361,0
0013.jpg,0.1879398122713693,0.3237796994175771,0.024037435491240662,0.19057593989420651,0.13975715752570358,0
0014.jpg,0.32506977350750227,0.46731531428663187,0.4031817921148958,0.23094362531661838,0.019853727662017148,0
0015.jpg,0.1758785587079726,0.26674400491754535,0.10556870797801025,0.22125244658167675,0.0054191223127330775,0
0016.jpg,0.1692142881822236,0.21545367848129282,0.11267941543917287,0.2550545134726866,0.012480123238708158,0
0017.jpg,0.1205673324611565,0.1105952937547886,0.06109525071497378,0.26232960527721727,0.006685104326218238,0
0018.jpg,0.24471373608785452,0.39305444491748875,0.11561388019370206,0.31138333480683034,0.0026358441106689914,0
0019.jpg,0.0933943891300898,0.07085263318897916,0.026580220296750685,0.24363604065369104,0.0069460151755777536,0
0020.jpg,0.2033539903771927,0.34633978293796763,0.035285405421821146,0.28550195755871355,0.012921504025135718,0
0021.jpg,0.19460155669970297,0.3188988414677777,0.04101577043624238,0.2888826324697569,0.0034157430632063964,0
