variant,gaussians_30000,PSNR,SSIM,LPIPS,PSNR_fg,SSIM_fg,LPIPS_fg_black_bg,leakage_energy_ratio_mean,outside_nonblack_ratio_mean
A6,253827,22.62584766974816,0.9286578091291281,0.07558391945293316,23.727610661433292,0.8278282789083627,0.030883122163896378,0.037885093273451693,0.04835627048921127
A6+M4,251047,22.694555796109714,0.928792478946539,0.07610112213744567,23.72558014209454,0.8278823288587424,0.030979518492061358,0.03762469046677534,0.048601801292254374
Delta A6+M4 - A6,-2780,0.06870812636155237,0.00013466981741085358,0.0005172026845125046,-0.0020305193387522546,0.00005404995037970086,0.00009639532816498006,-0.00026040280667635086,0.00024553080304310445
