plant,status,duration_sec,source_path,model_path,log_file
WangWenCao1,0,1832,/data/fj/04-COLMAP/WangWenCao1,/data/fj/07-SuGaR-GS/WangWenCao1/vanilla_gs_rgba_30000_restart_20260305_145123,/data/fj/07-SuGaR-GS/additional30000_rgba_cuda0_20260305_145123/logs/WangWenCao1.log
