图像,选择提示词,选择分数,前景面积比例,恢复细结构像素,A5c接受,A5c原因,A5c修正像素比例,重提示标记,SPNP后端,SPNP接受,SPNP原因,SPNP正框数,SPNP负框数,SPNP细化IoU
0000.jpg,P2,0.8565932086567987,0.22848054108796295,0,0,module_off,0.0,0,disabled,0,module_off,,,
0025.jpg,P2,0.5425328773763565,0.1639312065972222,0,0,module_off,0.0,0,disabled,0,module_off,,,
0050.jpg,P2,0.6771567328959309,0.10723922164351851,0,0,module_off,0.0,0,disabled,0,module_off,,,
0075.jpg,P2,0.5639431981984403,0.15966567804783952,0,0,module_off,0.0,0,disabled,0,module_off,,,
0100.jpg,P2,0.6773959929070472,0.10702980324074074,0,0,module_off,0.0,0,disabled,0,module_off,,,
