图像,提示词编号,提示词文本,总分,面积得分,连通域得分,边界得分,时序得分,前背景对比得分,下方泄漏得分,侧边泄漏得分,语义门控启用,语义门控总修正,目标框得分,垂直覆盖得分,花盆重叠惩罚,侧边干扰惩罚,中心先验得分,面积比例,连通域数量,边界密度,时序IoU,前背景对比,下方区域占比,侧边区域占比,SAM3原始分数
0000.jpg,P2,entire plant excluding pot,0.8565932086567987,0.553115293893577,1.0,0.7298507493904163,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.22848054108796295,1,7.40286286847597,1.0,0.2661062479019165,0.003109583670385186,0.0,0.957031
0025.jpg,P2,entire plant excluding pot,0.5425328773763565,0.38969925720815746,1.0,0.70833118832902,0.427873903207169,0.1867600381374359,0.21348222696728003,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1639312065972222,1,8.235379621192111,0.427873903207169,0.04669000953435898,0.09368461386279879,0.0,0.925781
0050.jpg,P2,entire plant excluding pot,0.6771567328959309,0.24617524466713547,1.0,0.736140677726071,0.4034677420864483,1.0,0.2822283565751273,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.10723922164351851,1,7.168720062827859,0.4034677420864483,0.40502071380615234,0.07086460142666824,0.0,0.968750
0075.jpg,P2,entire plant excluding pot,0.5639431981984403,0.378900450754024,1.0,0.7248213437312981,0.317914711805723,0.3980794847011566,0.15117674925657665,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.15966567804783952,1,7.593006432512413,0.317914711805723,0.09951987117528915,0.13229547597994762,0.0,0.914062
0100.jpg,P2,entire plant excluding pot,0.6773959929070472,0.24564507149554615,1.0,0.7367564610570824,0.40457843198260723,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.10702980324074074,1,7.146012362490078,0.40457843198260723,0.2885901629924774,0.0,0.0,0.671875
