fg_lpips_black_bg,fg_lpips_crop,fg_psnr,fg_result_key,fg_ssim,full_lpips,full_psnr,full_result_key,full_ssim,gaussians_30000,init_kept_ratio,init_points_after,init_points_before,leakage_energy_ratio_mean,mask_ratio_mean,method_tag,output_dir,outside_nonblack_ratio_mean,role,sample,sanitized_dropped_count,sanitized_images_after,sanitized_images_before,source_path,status
0.04384410257140795,0.0770592267314593,25.007228992603444,ours_30000,0.8547798549687421,0.556709905465444,6.2554980560585305,ours_30000,0.2683636134973279,591623,0.6638957272451353,118119,177918,0.018883968703448772,0.3017687151829402,A6_foreground_track_init_fg_rgb_alpha_bg,/data/fj/F2DMAS/00-论文优化重构/数据管理/06-实验输出/KongQueZhuYu/A6_foreground_track_init_fg_rgb_alpha_bg,0.029438171466743504,复杂背景/主样本,KongQueZhuYu,,,,/data/fj/F2DMAS/00-论文优化重构/数据管理/02-位姿COLMAP/03-final_locked/KongQueZhuYu,success
0.030883122163896378,0.05688021446649845,23.727610661433292,ours_30000,0.8278282789083627,0.07558391945293316,22.62584766974816,ours_30000,0.9286578091291281,253827,0.6956816832103164,32800,47148,0.037885093273451693,0.21409310027956963,A6_foreground_track_init_fg_rgb_alpha_bg,/data/fj/F2DMAS/00-论文优化重构/数据管理/06-实验输出/XianKeLai1/A6_foreground_track_init_fg_rgb_alpha_bg,0.04835627048921127,薄叶/细结构,XianKeLai1,5,203,208,/data/fj/F2DMAS/00-论文优化重构/数据管理/02-位姿COLMAP/04-sanitized_for_A6/XianKeLai1,success
0.024955404850725945,0.07443019661765832,25.08328753251296,ours_30000,0.8121169255330012,0.7065905928611755,5.134393838735727,ours_30000,0.10760365383556256,370844,0.4577449528693705,50698,110756,0.008134688805932036,0.12310366791028243,A6_foreground_track_init_fg_rgb_alpha_bg,/data/fj/F2DMAS/00-论文优化重构/数据管理/06-实验输出/CaoMei2/A6_foreground_track_init_fg_rgb_alpha_bg,0.01465627749880346,密集叶/遮挡,CaoMei2,7,203,210,/data/fj/F2DMAS/00-论文优化重构/数据管理/02-位姿COLMAP/04-sanitized_for_A6/CaoMei2,success
