图像,共识启用,共识接受,回退IoU,删除像素比例,补回像素比例,粘连切割像素比例
0000.png,1,1,0.8873,0.00497,0.02294,0.0
0001.png,1,1,0.9137,0.00222,0.01896,0.0
0002.png,1,1,0.914,0.00281,0.01813,0.0
0003.png,1,1,0.9118,0.00458,0.01682,0.0
0004.png,1,1,0.9078,0.0066,0.01539,0.0
0005.png,1,1,0.8976,0.00918,0.01471,0.0042
0006.png,1,0,0.6597,0.05154,0.04291,0.01973
0007.png,1,1,0.7888,0.0516,0.01405,0.02036
0008.png,1,1,0.7599,0.06411,0.01274,0.02037
0009.png,1,0,0.7237,0.03558,0.03716,0.01881
