图像,选择提示词,选择分数,前景面积比例,恢复细结构像素,重提示标记,SPNP后端,SPNP接受,SPNP原因,SPNP正框数,SPNP负框数,SPNP细化IoU,几何分数,几何标记
0000.jpg,P3,0.6958577796316162,0.14640299479166666,4,0,sam3_if_supported,1,ok,1,9,0.9889974566572693,0.9751972942502819,ok
