图像,提示词编号,提示词文本,总分,面积得分,连通域得分,边界得分,时序得分,前背景对比得分,面积比例,连通域数量,边界密度,时序IoU,前背景对比,SAM3原始分数
0000.jpg,P1,green plant,0.695180753577565,0.3400586273245819,1.0,0.7108023623096877,1.0,0.4250427782535553,0.14432315779320987,1,8.137216560468113,1.0,0.10626069456338882,0.871094
0000.jpg,P2,entire plant excluding pot,0.6852735422268933,0.4277288809774964,1.0,0.7224514102656124,1.0,0.2761874198913574,0.1789529079861111,1,7.683522678219857,1.0,0.06904685497283936,0.914062
0000.jpg,P3,leaves and stems,0.6958577796316162,0.3435268816416627,1.0,0.7104613885695651,1.0,0.42530062794685364,0.1456931182484568,1,8.150720534254189,1.0,0.10632515698671341,0.820312;0.314453
0000.jpg,P4,crop seedling,0.5904761904761905,0.0,1.0,0.9523809523809523,1.0,0.0,0.0,0,1.0,1.0,0.0,
0000.jpg,P5,plant body without background,0.6955455328844439,0.34138116063056734,1.0,0.7105972614858965,1.0,0.4257492423057556,0.14484555844907407,1,8.145337850273922,1.0,0.1064373105764389,0.361328
