image,mask_stem,registered_points,inside_mask_points,geometry_score,geometry_flag
crop_0000.png,0000,3548,3460,0.9751972942502819,ok
crop_0001.png,,0,0,,missing_mask
crop_0002.png,,0,0,,missing_mask
crop_0003.png,,0,0,,missing_mask
crop_0004.png,,0,0,,missing_mask
crop_0005.png,,0,0,,missing_mask
crop_0006.png,,0,0,,missing_mask
crop_0007.png,,0,0,,missing_mask
crop_0008.png,,0,0,,missing_mask
crop_0009.png,,0,0,,missing_mask
crop_0010.png,,0,0,,missing_mask
crop_0011.png,,0,0,,missing_mask
crop_0012.png,,0,0,,missing_mask
crop_0013.png,,0,0,,missing_mask
crop_0014.png,,0,0,,missing_mask
crop_0015.png,,0,0,,missing_mask
crop_0016.png,,0,0,,missing_mask
crop_0017.png,,0,0,,missing_mask
crop_0018.png,,0,0,,missing_mask
crop_0019.png,,0,0,,missing_mask
crop_0020.png,,0,0,,missing_mask
crop_0021.png,,0,0,,missing_mask
crop_0022.png,,0,0,,missing_mask
crop_0023.png,,0,0,,missing_mask
crop_0024.png,,0,0,,missing_mask
crop_0025.png,,0,0,,missing_mask
crop_0026.png,,0,0,,missing_mask
crop_0027.png,,0,0,,missing_mask
crop_0028.png,,0,0,,missing_mask
crop_0029.png,,0,0,,missing_mask
crop_0030.png,,0,0,,missing_mask
crop_0031.png,,0,0,,missing_mask
crop_0032.png,,0,0,,missing_mask
crop_0033.png,,0,0,,missing_mask
crop_0034.png,,0,0,,missing_mask
crop_0035.png,,0,0,,missing_mask
crop_0036.png,,0,0,,missing_mask
crop_0037.png,,0,0,,missing_mask
crop_0038.png,,0,0,,missing_mask
crop_0039.png,,0,0,,missing_mask
crop_0040.png,,0,0,,missing_mask
crop_0041.png,,0,0,,missing_mask
crop_0042.png,,0,0,,missing_mask
crop_0043.png,,0,0,,missing_mask
crop_0044.png,,0,0,,missing_mask
crop_0045.png,,0,0,,missing_mask
crop_0046.png,,0,0,,missing_mask
crop_0047.png,,0,0,,missing_mask
crop_0048.png,,0,0,,missing_mask
crop_0049.png,,0,0,,missing_mask
crop_0050.png,,0,0,,missing_mask
crop_0051.png,,0,0,,missing_mask
crop_0052.png,,0,0,,missing_mask
crop_0053.png,,0,0,,missing_mask
crop_0054.png,,0,0,,missing_mask
crop_0055.png,,0,0,,missing_mask
crop_0056.png,,0,0,,missing_mask
crop_0057.png,,0,0,,missing_mask
crop_0058.png,,0,0,,missing_mask
crop_0059.png,,0,0,,missing_mask
crop_0060.png,,0,0,,missing_mask
crop_0061.png,,0,0,,missing_mask
crop_0062.png,,0,0,,missing_mask
crop_0063.png,,0,0,,missing_mask
crop_0064.png,,0,0,,missing_mask
crop_0065.png,,0,0,,missing_mask
crop_0066.png,,0,0,,missing_mask
crop_0067.png,,0,0,,missing_mask
crop_0068.png,,0,0,,missing_mask
crop_0069.png,,0,0,,missing_mask
crop_0070.png,,0,0,,missing_mask
crop_0071.png,,0,0,,missing_mask
crop_0072.png,,0,0,,missing_mask
crop_0073.png,,0,0,,missing_mask
crop_0074.png,,0,0,,missing_mask
crop_0075.png,,0,0,,missing_mask
crop_0076.png,,0,0,,missing_mask
crop_0077.png,,0,0,,missing_mask
crop_0078.png,,0,0,,missing_mask
crop_0079.png,,0,0,,missing_mask
crop_0080.png,,0,0,,missing_mask
crop_0081.png,,0,0,,missing_mask
crop_0082.png,,0,0,,missing_mask
crop_0083.png,,0,0,,missing_mask
crop_0084.png,,0,0,,missing_mask
crop_0085.png,,0,0,,missing_mask
crop_0086.png,,0,0,,missing_mask
crop_0087.png,,0,0,,missing_mask
crop_0088.png,,0,0,,missing_mask
crop_0089.png,,0,0,,missing_mask
crop_0090.png,,0,0,,missing_mask
crop_0091.png,,0,0,,missing_mask
crop_0092.png,,0,0,,missing_mask
crop_0093.png,,0,0,,missing_mask
crop_0094.png,,0,0,,missing_mask
crop_0095.png,,0,0,,missing_mask
crop_0096.png,,0,0,,missing_mask
crop_0097.png,,0,0,,missing_mask
crop_0098.png,,0,0,,missing_mask
crop_0099.png,,0,0,,missing_mask
crop_0100.png,,0,0,,missing_mask
crop_0101.png,,0,0,,missing_mask
