图像,提示词编号,实例编号,提示词文本,SAM3分数,外接框,面积比例,掩膜阈值,来源阶段,候选模式,排名,是否空掩膜
0025.jpg,P2,0,entire plant excluding pot,0.664062,"-5,1611,841,2185",0.033148992091049385,0.5,raw,per_instance,1,0
0025.jpg,P2,1,entire plant excluding pot,0.957031,"727,783,1789,2468",0.12865342881944444,0.5,raw,per_instance,0,0
