图像,选择提示词,选择分数,前景面积比例,恢复细结构像素,A5c接受,A5c原因,A5c修正像素比例,重提示标记,SPNP后端,SPNP接受,SPNP原因,SPNP正框数,SPNP负框数,SPNP细化IoU
0000.jpg,P2,1.2760993769243654,0.23084129050925925,2,1,ok,0.0002290702160493827,0,sam3_if_supported,1,ok,1,9,0.9907002348335776
0025.jpg,P2,0.8978319969130026,0.16482313368055557,5,1,ok,0.00011043595679012346,0,sam3_if_supported,1,ok,1,9,0.994195705817243
0050.jpg,P2,1.2418459552444774,0.10825014467592593,5,1,ok,0.00021978684413580246,0,sam3_if_supported,1,ok,1,9,0.9926633804027217
0075.jpg,P2,1.1199111116937992,0.16084755979938273,7,1,ok,7.269965277777777e-05,0,sam3_if_supported,1,ok,1,9,0.9930248008746368
0100.jpg,P2,1.0554991873619737,0.1084766830632716,3,1,ok,2.0616319444444445e-05,0,sam3_if_supported,1,ok,1,9,0.9867698813046485
