figure,row_key,method,f1,miou,hd95_px,boundary_f1,leakage_energy
Fig_E3v2_A1s_A5c_mechanisms,XianKeLai1_0000_A1_old_vs_A1s,A1 old,0.8602312800901851,0.8498284119403359,486.4602966308594,0.4088200295615468,0.000747974537037037
Fig_E3v2_A1s_A5c_mechanisms,XianKeLai1_0000_A1_old_vs_A1s,A1s,0.9631974377150962,0.9562122068874244,180.77427673339844,0.44297927784523045,0.000640552662037037
Fig_E3v2_A1s_A5c_mechanisms,KongQueZhuYu_0100_A2_vs_A5c,A2,0.9845436951594702,0.9783996359381703,48.88051986694336,0.4561943439583091,0.0009027777777777777
Fig_E3v2_A1s_A5c_mechanisms,KongQueZhuYu_0100_A2_vs_A5c,A5c,0.9845919825264402,0.9784608930445879,47.78831481933594,0.467412535496558,0.0010677083333333333
Fig_E3v2_A1s_A5c_mechanisms,KongQueZhuYu_0050_A2_vs_A5c,A2,0.97956848575678,0.9738101356416544,60.906497955322266,0.4082443883094942,0.001470630787037037
Fig_E3v2_A1s_A5c_mechanisms,KongQueZhuYu_0050_A2_vs_A5c,A5c,0.9796650720797268,0.9739288133841768,59.93273162841797,0.4157907177508395,0.0015397135416666667
