image_name,foreground_ratio,largest_component_ratio,hole_ratio,boundary_ratio,area_score,hole_score,boundary_score,temporal_score,mask_score,accepted,accept_rule
crop_0179,0.3041939139660494,0.9536888263905863,0.004809944568319837,0.014420090663578508,0.8691254684744268,0.7232100069522858,0.37718629837036133,0.9450045265257359,0.8766932422525429,True,threshold_0.450
crop_0180,0.30372178819444445,0.9627304808287733,0.005215168367608154,0.01426661361882544,0.8677765376984128,0.6991702616214752,0.3862004280090332,0.9800762608647346,0.8793864238970815,True,threshold_0.450
crop_0181,0.3050267650462963,0.9654322070941247,0.004789301561175239,0.01374553915894896,0.871505042989418,0.7244346141815186,0.4168047308921814,0.9910965487360954,0.8882078323212516,True,threshold_0.450
crop_0182,0.30480408468364195,0.9605302972465979,0.0049937365688243725,0.013851755401232898,0.8708688133818342,0.7123066186904907,0.4105663299560547,0.9892958886921406,0.8838188808995405,True,threshold_0.450
crop_0183,0.30467170621141976,0.9655941329655164,0.0033299446908638705,0.012117091049381254,0.870490589175485,0.8110102713108063,0.5124484896659851,0.986220695078373,0.9044851046249918,True,threshold_0.450
crop_0184,0.28460587866512344,0.9675739790348922,0.0023544512387546766,0.010600405092591315,0.8131596533289241,0.868880957365036,0.6015281081199646,0.9537586867809296,0.8917180668657376,True,threshold_0.450
crop_0185,0.25161229263117285,0.9685213943826928,0.0042885078053217325,0.01170777874228254,0.7188922646604938,0.7541439980268478,0.5364886224269867,0.9279398024082184,0.832188480912583,True,threshold_0.450
crop_0186,0.238677059220679,0.9691693063985652,0.005795372289398961,0.01243947723765282,0.6819344549162257,0.664749950170517,0.4935137629508972,0.9696895536035299,0.8078312742148814,True,threshold_0.450
crop_0188,0.32631679205246916,0.9806949821211318,0.0019977078270089223,0.00936740451388776,0.9323336915784833,0.890044592320919,0.673945963382721,0.793183907866478,0.9175117913329641,True,threshold_0.450
crop_0189,0.36366512345679014,0.9900072404571203,0.0012422158451970166,0.009206211419751977,0.9609567901234567,0.934863805770874,0.6834133565425873,0.9047580063343048,0.9560235107846664,True,threshold_0.450
crop_0190,0.3876134500385802,0.9942827745134498,0.0008643800460398659,0.007979841820986691,0.8925329998897708,0.957278735935688,0.7554417699575424,0.942549392580986,0.9435095383897402,True,threshold_0.450
crop_0193,0.34852153260030866,0.9999439597032218,0.00014425187415004887,0.003815948109567441,0.9957758074294534,1.0,1.0,0.908660501241684,0.9848037956975279,True,threshold_0.450
crop_0194,0.3685108024691358,0.9676307737805415,0.0003127682740424865,0.004439742476851316,0.9471119929453262,0.9900028435513377,0.9633626528084278,0.8946045339107513,0.9539696784619068,True,threshold_0.450
crop_0195,0.3908447868441358,0.9738653220731133,0.000739398788891084,0.006487027391974526,0.8833006090167548,0.9646931886672974,0.8431193381547928,0.9417590610682964,0.9355173066715019,True,threshold_0.450
crop_0196,0.309750072337963,0.9402461708759917,0.0014580465212584593,0.006846788194443619,0.8850002066798943,0.9220597520470619,0.8219894766807556,0.7681372612714767,0.8914564632008944,True,threshold_0.450
crop_0197,0.24380280671296295,0.9655528291487947,0.004471372239511427,0.009114221643517419,0.6965794477513227,0.7432956397533417,0.6888161897659302,0.8106507211923599,0.8037253915871237,True,threshold_0.450
crop_0198,0.22356011284722221,0.9931289324196754,0.006900728416210078,0.009812524112653138,0.6387431795634921,0.5991752445697784,0.6478027105331421,0.8990693837404251,0.7761942490481443,True,threshold_0.450
crop_0199,0.23227249710648148,0.9915491905000716,0.0043357049166860865,0.007645158179011424,0.6636357060185185,0.7513440400362015,0.7750987708568573,0.9741745740175247,0.8261322483663719,True,threshold_0.450
crop_0200,0.24057822145061727,0.9971324792573326,0.002528750378359124,0.006293643904320229,0.6873663470017637,0.8585407435894012,0.8544773459434509,0.9684724025428295,0.8566969743271217,True,threshold_0.450
crop_0201,0.24256401909722222,0.9900274513482922,0.004079678993677154,0.00821240837191259,0.693040054563492,0.7665326446294785,0.7417824566364288,0.9786245115101337,0.8396724601541257,True,threshold_0.450
crop_0202,0.24505437403549382,0.982081877259884,0.002752168550396933,0.007835045331789178,0.7001553543871253,0.845286563038826,0.7639461159706116,0.9763714466243982,0.855191966814884,True,threshold_0.450
crop_0203,0.19034529320987653,0.9858253103616761,0.0034608563465901563,0.0070015914351843405,0.5438436948853616,0.8032439947128296,0.8128974139690399,0.8811662495136261,0.7789166226879891,True,threshold_0.450
