图像,提示词编号,实例编号,提示词文本,SAM3分数,外接框,面积比例,掩膜阈值,来源阶段,候选模式,排名,是否空掩膜
WanNianQing1_0224.jpg,P6,0,whole potted plant including the pot,0.894531,"12,46,2169,3835",0.8690652729552469,0.5,raw,per_instance,0,0
