图像,提示词编号,实例编号,提示词文本,SAM3分数,外接框,面积比例,掩膜阈值,来源阶段,候选模式,排名,是否空掩膜
CaoMei2_0008.jpg,P6,0,whole potted plant including the pot,0.957031,"1148,1011,2176,2201",0.09490632233796296,0.5,raw,per_instance,0,0
