图像,选择提示词,选择分数,前景面积比例,恢复细结构像素,重提示标记,SPNP后端,SPNP接受,SPNP原因,SPNP正框数,SPNP负框数,SPNP细化IoU
0000.jpg,P2,0.7563640091851446,0.22478913483796295,0,0,disabled,0,module_off,,,
0025.jpg,P2,0.6713168871022747,0.3659862075617284,0,0,disabled,0,module_off,,,
0050.jpg,P2,0.593699449274176,0.22821735146604938,0,0,disabled,0,module_off,,,
0075.jpg,P2,0.6431032756485802,0.2550687210648148,0,0,disabled,0,module_off,,,
0100.jpg,P2,0.6571258544917549,0.2882573784722222,0,0,disabled,0,module_off,,,
