图像,COLMAP图像,后端,接受,原因,注册点数,掩膜内点数,正修正点支撑像素,负修正删除像素,几何修正像素,几何修正像素比例,修正前后IoU,正提示框xyxy,负提示框xyxy
0104.jpg,0104.jpg,colmap_tracks,1,ok,7237,6703,131254,0,18309,0.002207392939814815,0.9923911945812041,"0,0,2159,3707",
0105.jpg,0105.jpg,colmap_tracks,1,ok,5168,4677,123812,0,9913,0.001195143711419753,0.9958541348031436,"0,0,2159,3830",
0106.jpg,0106.jpg,colmap_tracks,1,ok,4878,4513,95471,0,8984,0.0010831404320987654,0.9965652936379558,"0,0,2160,3818",
0107.jpg,0107.jpg,colmap_tracks,1,ok,3229,2906,83703,0,9197,0.0011088204089506172,0.9967846311170934,"0,0,2129,3647",
0108.jpg,0108.jpg,colmap_tracks,1,ok,6360,5884,122944,0,13125,0.001582392939814815,0.995221141886755,"0,0,2153,3561",
0109.jpg,0109.jpg,colmap_tracks,1,ok,5914,5444,122657,0,11612,0.0013999807098765433,0.9956543396164277,"0,0,2151,3479",
0110.jpg,0110.jpg,colmap_tracks,1,ok,3879,3426,119945,0,8796,0.001060474537037037,0.9966507147883356,"0,0,2160,3779",
0111.jpg,0111.jpg,colmap_tracks,1,ok,2990,2587,105486,0,7835,0.0009446132330246914,0.9971197711991824,"0,0,2156,3288",
0112.jpg,0112.jpg,colmap_tracks,1,ok,3819,3430,102261,0,7444,0.0008974729938271605,0.9974225224585757,"0,0,2061,3778",
0113.jpg,0113.jpg,colmap_tracks,1,ok,4548,4099,117154,0,13264,0.0015991512345679012,0.9952615693050861,"0,0,2133,2996",
0114.jpg,0114.jpg,colmap_tracks,1,ok,7211,6636,145169,0,19618,0.002365210262345679,0.9927899333974783,"0,0,2142,3040",
0115.jpg,0115.jpg,colmap_tracks,1,ok,6699,6148,141308,0,16214,0.0019548128858024694,0.994008929333522,"0,0,2109,3763",
0116.jpg,0116.jpg,colmap_tracks,1,ok,6446,5866,146664,0,17144,0.002066936728395062,0.9936266686592621,"0,0,2137,3062",
0117.jpg,0117.jpg,colmap_tracks,1,ok,5774,5319,113041,0,17861,0.0021533805941358025,0.9935808254969999,"0,0,2134,3506",
0118.jpg,0118.jpg,colmap_tracks,1,ok,4916,4546,96954,0,10058,0.0012126253858024691,0.9964352219072591,"0,0,2133,3489",
0119.jpg,0119.jpg,colmap_tracks,1,ok,4950,4536,105052,0,10033,0.0012096113040123457,0.9963001506048533,"0,0,2151,3136",
0120.jpg,0120.jpg,colmap_tracks,1,ok,6993,6483,125671,0,15140,0.0018253279320987654,0.9942712274859997,"0,0,2149,3166",
0121.jpg,0121.jpg,colmap_tracks,1,ok,5461,5033,110043,0,9732,0.0011733217592592592,0.9963172758436832,"0,0,2159,3193",
0122.jpg,0122.jpg,colmap_tracks,1,ok,2455,2165,77621,0,5883,0.0007092737268518519,0.9977711670931366,"0,0,2142,3229",
0123.jpg,0123.jpg,colmap_tracks,1,ok,5315,4977,86326,0,9434,0.0011373939043209877,0.9965511745162724,"0,0,2150,3303",
0124.jpg,0124.jpg,colmap_tracks,1,ok,4060,3841,55800,0,4296,0.0005179398148148148,0.998523862504802,"0,0,2131,3355",
0125.jpg,0125.jpg,colmap_tracks,1,ok,5198,4831,93044,0,6636,0.0008000578703703704,0.9976581267343043,"0,0,2103,3336",
0126.jpg,0126.jpg,colmap_tracks,1,ok,5946,5575,94882,0,7681,0.0009260464891975308,0.9973172397991544,"0,0,2124,3348",
0127.jpg,0127.jpg,colmap_tracks,1,ok,5378,5009,93036,0,5534,0.0006671971450617284,0.9980465785473802,"0,0,2120,3786",
0128.jpg,0128.jpg,colmap_tracks,1,ok,5146,4824,83402,0,5805,0.0006998697916666667,0.9978918414810058,"0,0,2099,3350",
0129.jpg,0129.jpg,colmap_tracks,1,ok,2129,1953,47035,0,3697,0.0004457224151234568,0.9986987342841455,"0,0,2021,3379",
0130.jpg,0130.jpg,colmap_tracks,1,ok,3154,2855,79097,0,8673,0.0010456452546296297,0.9969071966428125,"0,0,2145,3803",
