图像,提示词编号,实例编号,提示词文本,SAM3分数,外接框,面积比例,掩膜阈值,来源阶段,候选模式,排名,是否空掩膜
DouBanLv2_0034.jpg,P6,0,whole potted plant including the pot,0.337891,"-10,1025,631,2295",0.05214867862654321,0.5,raw,per_instance,1,0
DouBanLv2_0034.jpg,P6,1,whole potted plant including the pot,0.980469,"291,564,1781,2890",0.2541701630015432,0.5,raw,per_instance,0,0
