图像,提示词编号,提示词文本,总分,面积得分,连通域得分,边界得分,时序得分,前背景对比得分,面积比例,连通域数量,边界密度,时序IoU,前背景对比,SAM3原始分数
0000.jpg,P2,entire plant excluding pot,0.7563640091851446,0.543769961615096,1.0,0.6589078118382452,1.0,0.5791422724723816,0.22478913483796295,1,10.35325980458976,1.0,0.1447855681180954,0.789062;0.972656
