图像,提示词编号,实例编号,提示词文本,SAM3分数,外接框,面积比例,掩膜阈值,来源阶段,候选模式,排名,是否空掩膜
KongQueZhuYu_0000.jpg,P6,0,whole potted plant including the pot,0.734375,"-2,1439,361,2455",0.016978684413580247,0.5,raw,per_instance,1,0
KongQueZhuYu_0000.jpg,P6,1,whole potted plant including the pot,0.964844,"81,611,2164,2519",0.22399558738425926,0.5,raw,per_instance,0,0
