method,frame,mask_path,gt_path,precision,recall,f1,miou,iou_fg,hd95_px,boundary_f1,area_ratio,component_count,temporal_iou,outside_nonblack_ratio,leakage_energy
P2_candidate,0000,00-论文优化重构/数据管理/05-评测结果/S22_XianKeLai1_RAP_FSAM3_GT1/method_masks/P2_candidate/mask_0000.png,00-论文优化重构/数据管理/05-评测结果/S22_XianKeLai1_RAP_FSAM3_GT1/gt_masks/mask_0000.png,0.9964205518130683,0.9321183183735824,0.9631974377150962,0.9562122068874244,0.929007578446183,180.77427673339844,0.44297927784523045,0.1789529079861111,1,,0.0007920750158996424,0.000640552662037037
A1_old,0000,00-论文优化重构/数据管理/05-评测结果/S22_XianKeLai1_RAP_FSAM3_GT1/method_masks/A1_selected/mask_0000.png,00-论文优化重构/数据管理/05-评测结果/S22_XianKeLai1_RAP_FSAM3_GT1/gt_masks/mask_0000.png,0.9948660956260028,0.7576930009541805,0.8602312800901851,0.8498284119403359,0.7547419621747925,486.4602966308594,0.4088200295615468,0.1456931182484568,1,,0.0009249074719821912,0.000747974537037037
A5_old,0000,00-论文优化重构/数据管理/05-评测结果/S22_XianKeLai1_RAP_FSAM3_GT1/method_masks/A5_full/mask_0000.png,00-论文优化重构/数据管理/05-评测结果/S22_XianKeLai1_RAP_FSAM3_GT1/gt_masks/mask_0000.png,0.9944528853478269,0.7610685560363571,0.8622473114325567,0.8517025967942466,0.7578512624902883,486.2169189453125,0.48049789105844926,0.14640299479166666,1,,0.0010042193312817603,0.0008121141975308642
A1s,0000,00-论文优化重构/数据管理/03-分割Mask/05-RAP-FSAM3掩膜/XianKeLai1_A1s_语义门控_候选复用_GT1冒烟/最终掩膜/mask_0000.png,00-论文优化重构/数据管理/05-评测结果/S22_XianKeLai1_RAP_FSAM3_GT1/gt_masks/mask_0000.png,0.9964205518130683,0.9321183183735824,0.9631974377150962,0.9562122068874244,0.929007578446183,180.77427673339844,0.44297927784523045,0.1789529079861111,1,,0.0007920750158996424,0.000640552662037037
A5c,0000,00-论文优化重构/数据管理/03-分割Mask/05-RAP-FSAM3掩膜/XianKeLai1_A5c_语义门控几何修正_GT1冒烟/最终掩膜/mask_0000.png,00-论文优化重构/数据管理/05-评测结果/S22_XianKeLai1_RAP_FSAM3_GT1/gt_masks/mask_0000.png,0.9938213412832703,0.9328267059599092,0.9623585266945425,0.9552281757385664,0.9274480169233237,172.33627319335938,0.42995529020725926,0.17955729166666667,1,,0.0013718566339748748,0.001109423225308642
