图像,COLMAP图像,后端,接受,原因,注册点数,掩膜内点数,正修正点支撑像素,负修正删除像素,几何修正像素,几何修正像素比例,修正前后IoU,正提示框xyxy,负提示框xyxy
0013.jpg,crop_0013.png,colmap_tracks,1,ok,964,916,11539,0,4798,0.0005784625771604938,0.9962366443228862,"547,741,2138,3061",
0014.jpg,crop_0014.png,colmap_tracks,1,ok,676,645,6731,0,3246,0.0003913483796296296,0.9979700637560074,"504,676,2084,2940",
0015.jpg,crop_0015.png,colmap_tracks,1,ok,344,321,5838,0,309,3.7254050925925924e-05,0.9997563606430186,"343,829,2097,2866",
0016.jpg,crop_0016.png,colmap_tracks,1,ok,509,477,6948,0,1149,0.00013852719907407406,0.9990311115233642,"205,815,1762,2897",
0017.jpg,crop_0017.png,colmap_tracks,1,ok,872,820,11755,0,2781,0.0003352864583333333,0.9974807614785692,"151,885,1795,2997",
0018.jpg,crop_0018.png,colmap_tracks,1,ok,989,934,12721,0,3962,0.0004776716820987654,0.9961754504850189,"88,897,1732,2811",
0019.jpg,crop_0019.png,colmap_tracks,1,ok,617,583,7803,0,1620,0.0001953125,0.9984054835617167,"26,861,1652,2740",
0020.jpg,crop_0020.png,colmap_tracks,1,ok,882,850,8161,0,2835,0.000341796875,0.9973272115321159,"10,795,1588,2671",
0021.jpg,crop_0021.png,colmap_tracks,1,ok,419,402,3801,0,1080,0.00013020833333333333,0.9990893844998064,"29,922,1074,2721",
0022.jpg,crop_0022.png,colmap_tracks,1,ok,650,625,6591,0,2017,0.0002431761188271605,0.998467562779022,"48,898,1612,2830",
0023.jpg,crop_0023.png,colmap_tracks,1,ok,532,506,6262,0,2017,0.0002431761188271605,0.9985292981025977,"13,1277,1546,2917",
0024.jpg,,colmap_tracks,0,missing_colmap_observation,,,,,,0.0,,,
0025.jpg,crop_0025.png,colmap_tracks,1,ok,799,794,1770,0,963,0.00011610243055555556,0.999440335264167,"51,811,2016,2532",
0026.jpg,,colmap_tracks,0,missing_colmap_observation,,,,,,0.0,,,
0027.jpg,,colmap_tracks,0,missing_colmap_observation,,,,,,0.0,,,
0028.jpg,crop_0028.png,colmap_tracks,1,ok,686,671,3636,0,2561,0.00030876253858024694,0.9977107786481169,"347,893,1544,2604",
0029.jpg,crop_0029.png,colmap_tracks,1,ok,207,189,4273,0,649,7.824556327160494e-05,0.9993537131123543,"45,1108,1427,2555",
0030.jpg,crop_0030.png,colmap_tracks,1,ok,311,300,2586,0,703,8.475597993827161e-05,0.9993157458273149,"18,974,1466,2451",
0031.jpg,crop_0031.png,colmap_tracks,1,ok,451,442,2152,0,807,9.729456018518518e-05,0.9993140286662915,"47,1135,1779,2569",
0032.jpg,crop_0032.png,colmap_tracks,1,ok,424,420,1172,0,634,7.643711419753087e-05,0.9994983327873548,"0,1152,1798,2647",
0033.jpg,crop_0033.png,colmap_tracks,1,ok,542,530,2967,0,8,9.645061728395062e-07,0.9999931632696663,"136,867,1177,2868",
0034.jpg,crop_0034.png,colmap_tracks,1,ok,575,564,2843,0,153,1.8446180555555556e-05,0.9998704850714999,"215,914,1199,2702",
0035.jpg,crop_0035.png,colmap_tracks,1,ok,295,289,1359,0,552,6.655092592592593e-05,0.9997000847586551,"189,1194,965,2402",
0036.jpg,crop_0036.png,colmap_tracks,1,ok,632,614,4584,0,1358,0.00016372492283950617,0.9984124868778831,"314,1068,1342,2718",
0037.jpg,crop_0037.png,colmap_tracks,1,ok,1089,1029,13578,0,3101,0.0003738667052469136,0.9963443803541978,"352,1226,1656,2731",
0038.jpg,crop_0038.png,colmap_tracks,1,ok,667,614,12462,0,3695,0.0004454812885802469,0.9955114951883715,"277,990,1871,2671",
0039.jpg,crop_0039.png,colmap_tracks,1,ok,808,750,13485,0,4324,0.0005213155864197531,0.9950694091272946,"304,906,1948,2608",
0040.jpg,crop_0040.png,colmap_tracks,1,ok,1103,1039,15654,0,4714,0.000568335262345679,0.9948273289090207,"279,858,1989,2591",
0041.jpg,crop_0041.png,colmap_tracks,1,ok,1050,1022,6908,0,4765,0.0005744839891975308,0.9965986515955644,"202,785,1977,2441",
0042.jpg,crop_0042.png,colmap_tracks,1,ok,715,698,4576,0,3138,0.0003783275462962963,0.9978235357764109,"112,800,1894,2336",
0043.jpg,crop_0043.png,colmap_tracks,1,ok,602,586,4732,0,3119,0.0003760368441358025,0.997842828736924,"19,842,1671,2240",
0044.jpg,crop_0044.png,colmap_tracks,1,ok,595,573,5542,0,2866,0.0003455343364197531,0.9979684089721751,"0,919,1737,2344",
0045.jpg,crop_0045.png,colmap_tracks,1,ok,550,531,4923,0,2503,0.0003017698688271605,0.9982314278729228,"64,959,1812,2325",
0046.jpg,crop_0046.png,colmap_tracks,1,ok,890,871,5454,0,3043,0.00036687403549382717,0.9978534005929778,"29,1042,1805,2330",
0047.jpg,crop_0047.png,colmap_tracks,1,ok,573,558,4505,0,2989,0.0003603636188271605,0.9978571664126428,"0,989,1678,2306",
0048.jpg,crop_0048.png,colmap_tracks,1,ok,939,916,5819,0,3235,0.0003900221836419753,0.9975794298678152,"0,1038,1498,2308",
0049.jpg,crop_0049.png,colmap_tracks,1,ok,900,865,9044,0,5020,0.0006052276234567902,0.9963379796735987,"15,995,1734,2353",
0050.jpg,crop_0050.png,colmap_tracks,1,ok,799,762,9181,0,5423,0.0006538146219135803,0.9961532350279055,"31,962,1741,2242",
0051.jpg,crop_0051.png,colmap_tracks,1,ok,953,915,8847,0,6174,0.0007443576388888889,0.9956389404334641,"71,925,1719,2261",
0052.jpg,crop_0052.png,colmap_tracks,1,ok,840,797,9458,0,7049,0.0008498505015432098,0.9950874556937148,"72,901,1426,2409",
0053.jpg,crop_0053.png,colmap_tracks,1,ok,667,634,7759,0,6150,0.0007414641203703704,0.9958254934063159,"72,874,1728,2209",
0054.jpg,crop_0054.png,colmap_tracks,1,ok,459,443,3803,0,3268,0.0003940007716049383,0.9978608225490774,"52,799,1695,2337",
0055.jpg,crop_0055.png,colmap_tracks,1,ok,158,148,3063,0,1449,0.00017469618055555554,0.9990976482808612,"0,831,1396,2154",
0056.jpg,crop_0056.png,colmap_tracks,1,ok,410,405,2181,0,1912,0.00023051697530864198,0.998837586801017,"0,800,1342,2170",
0057.jpg,crop_0057.png,colmap_tracks,1,ok,197,193,1089,0,285,3.436053240740741e-05,0.9998195541277468,"15,1472,1541,2030",
0058.jpg,crop_0058.png,colmap_tracks,1,ok,569,552,4370,0,1442,0.00017385223765432097,0.999089705656766,"0,942,1652,2393",
0059.jpg,crop_0059.png,colmap_tracks,1,ok,560,542,4854,0,1898,0.00022882908950617285,0.9987972451972188,"0,909,1689,2366",
0060.jpg,crop_0060.png,colmap_tracks,1,ok,189,180,2425,0,542,6.534529320987655e-05,0.9996636129090718,"8,1078,1664,2339",
0061.jpg,crop_0061.png,colmap_tracks,1,ok,379,359,4794,0,1610,0.00019410686728395062,0.9990441904590023,"0,672,1774,2298",
0062.jpg,crop_0062.png,colmap_tracks,1,ok,450,433,4025,0,1624,0.00019579475308641975,0.9990611625975041,"0,730,1855,2391",
0063.jpg,crop_0063.png,colmap_tracks,1,ok,410,389,5135,0,2176,0.0002623456790123457,0.9987301476145041,"3,712,1904,2317",
0064.jpg,crop_0064.png,colmap_tracks,1,ok,544,515,6753,0,1831,0.00022075135030864197,0.9989138314166699,"117,698,1913,2354",
0065.jpg,crop_0065.png,colmap_tracks,1,ok,248,227,5345,0,1310,0.00015793788580246914,0.9992340699709239,"0,769,2033,2377",
0066.jpg,crop_0066.png,colmap_tracks,1,ok,568,531,8415,0,3040,0.00036651234567901237,0.9980994013114131,"86,684,2081,2409",
0067.jpg,crop_0067.png,colmap_tracks,1,ok,484,451,7005,0,2909,0.0003507185570987654,0.9980614072091127,"239,733,2141,2435",
0068.jpg,crop_0068.png,colmap_tracks,1,ok,449,418,6917,0,4230,0.0005099826388888889,0.9971646247048997,"144,785,2127,2439",
0069.jpg,crop_0069.png,colmap_tracks,1,ok,173,160,2909,0,1026,0.00012369791666666668,0.9993349240704981,"275,817,2007,2269",
0070.jpg,crop_0070.png,colmap_tracks,1,ok,95,87,1725,0,649,7.824556327160494e-05,0.9995788883561009,"199,1037,2131,2320",
0071.jpg,crop_0071.png,colmap_tracks,1,ok,349,338,2912,0,760,9.162808641975309e-05,0.9995135012991436,"140,733,2094,2569",
0072.jpg,crop_0072.png,colmap_tracks,1,ok,391,377,3496,0,1360,0.00016396604938271605,0.9991328051521576,"93,724,2135,2488",
0073.jpg,crop_0073.png,colmap_tracks,1,ok,380,369,2460,0,322,3.8821373456790123e-05,0.9997791308868993,"92,784,2078,2608",
0074.jpg,crop_0074.png,colmap_tracks,1,ok,153,150,994,0,187,2.2545331790123457e-05,0.9998595002265277,"104,760,1408,1905",
0075.jpg,crop_0075.png,colmap_tracks,1,ok,231,220,2726,0,1112,0.00013406635802469137,0.999120853404677,"323,803,1912,2557",
0076.jpg,crop_0076.png,colmap_tracks,1,ok,376,366,2814,0,1205,0.00014527874228395063,0.9990057706556303,"65,976,1942,2643",
0077.jpg,crop_0077.png,colmap_tracks,1,ok,240,225,3163,0,1281,0.00015444155092592593,0.9989161813031545,"12,918,1833,2716",
0078.jpg,crop_0078.png,colmap_tracks,1,ok,140,134,1866,0,792,9.548611111111112e-05,0.9993184065515588,"157,1350,1733,2705",
0079.jpg,crop_0079.png,colmap_tracks,1,ok,333,324,1783,0,976,0.00011766975308641975,0.9991424680402408,"207,948,1597,2677",
0080.jpg,crop_0080.png,colmap_tracks,1,ok,577,564,3558,0,1408,0.00016975308641975308,0.9987113543592466,"0,913,1691,2789",
0081.jpg,crop_0081.png,colmap_tracks,1,ok,605,586,4590,0,2172,0.0002618634259259259,0.997906201288091,"33,1020,1702,2876",
0082.jpg,crop_0082.png,colmap_tracks,1,ok,424,406,4184,0,1763,0.00021255304783950618,0.9982586880404561,"28,1330,1509,2850",
0083.jpg,crop_0083.png,colmap_tracks,1,ok,715,681,9038,0,4206,0.0005070891203703704,0.9952280462899932,"360,1116,1708,2891",
0084.jpg,crop_0084.png,colmap_tracks,1,ok,967,926,11372,0,4652,0.0005608603395061728,0.9944313634421165,"412,1194,1677,2926",
0085.jpg,crop_0085.png,colmap_tracks,1,ok,1070,1022,11333,0,5173,0.0006236738040123457,0.9936703207420885,"388,1209,1701,2926",
0086.jpg,crop_0086.png,colmap_tracks,1,ok,1120,1081,9954,0,3260,0.00039303626543209875,0.9959352026413701,"518,1153,1798,2840",
0087.jpg,crop_0087.png,colmap_tracks,1,ok,588,555,7943,0,2114,0.0002548707561728395,0.997393293340814,"600,1143,1809,2844",
0088.jpg,crop_0088.png,colmap_tracks,1,ok,233,225,2210,0,871,0.00010501060956790124,0.998836502561431,"361,1197,1511,2400",
0089.jpg,crop_0089.png,colmap_tracks,1,ok,81,77,809,0,273,3.2913773148148146e-05,0.9996795319523077,"913,1428,1302,2331",
0090.jpg,crop_0090.png,colmap_tracks,1,ok,79,70,1959,0,354,4.267939814814815e-05,0.9995380170228981,"731,544,1468,2182",
0091.jpg,crop_0091.png,colmap_tracks,1,ok,1252,1235,3560,0,1409,0.00016987364969135802,0.9985887405736584,"362,481,1739,2260",
0092.jpg,crop_0092.png,colmap_tracks,1,ok,1694,1677,4345,0,1712,0.00020640432098765433,0.9990273174927745,"73,431,1382,2801",
0093.jpg,crop_0093.png,colmap_tracks,1,ok,567,536,6500,0,1305,0.00015733506944444445,0.9992875684794091,"24,665,1545,3093",
0094.jpg,crop_0094.png,colmap_tracks,1,ok,1899,1866,8030,0,2838,0.00034215856481481483,0.9984336296080432,"0,750,1600,3103",
0095.jpg,crop_0095.png,colmap_tracks,1,ok,1114,1081,7973,0,1834,0.0002211130401234568,0.9989586491737897,"33,696,1778,2968",
0096.jpg,crop_0096.png,colmap_tracks,1,ok,1116,1079,9166,0,3791,0.000457055362654321,0.9978804853135131,"91,483,1774,2764",
0097.jpg,crop_0097.png,colmap_tracks,1,ok,4590,4543,10415,0,4823,0.0005814766589506173,0.9975215534407652,"46,333,1764,2710",
0098.jpg,crop_0098.png,colmap_tracks,1,ok,5428,5370,12749,0,7634,0.0009203800154320988,0.9964137130143602,"36,172,1833,2762",
0099.jpg,crop_0099.png,colmap_tracks,1,ok,3352,3273,17767,0,7408,0.0008931327160493827,0.9966556346551733,"0,204,1833,2827",
0100.jpg,crop_0100.png,colmap_tracks,1,ok,4399,4306,18601,0,8725,0.0010519145447530863,0.9960442571681687,"0,327,1803,2921",
0101.jpg,crop_0101.png,colmap_tracks,1,ok,6369,6273,19978,0,9926,0.0011967110339506173,0.9954836983623743,"0,413,1749,2946",
0102.jpg,crop_0102.png,colmap_tracks,1,ok,6449,6330,23881,0,12100,0.001458815586419753,0.9945554404648664,"0,356,1816,2947",
0103.jpg,crop_0103.png,colmap_tracks,1,ok,6188,6089,21111,0,10329,0.0012452980324074074,0.9953938690162438,"0,339,1927,2944",
0104.jpg,crop_0104.png,colmap_tracks,1,ok,6424,6298,25708,0,15011,0.0018097752700617284,0.9933045401649534,"0,374,1933,2947",
0105.jpg,crop_0105.png,colmap_tracks,1,ok,6525,6373,30913,0,13085,0.0015775704089506172,0.9941115718750492,"0,352,1853,2935",
0106.jpg,crop_0106.png,colmap_tracks,1,ok,6277,6158,24978,0,11175,0.001347294560185185,0.9948437411322729,"10,325,1852,2925",
0107.jpg,crop_0107.png,colmap_tracks,1,ok,5381,5274,22639,0,10425,0.0012568721064814814,0.9951383619847421,"58,289,1930,2880",
0108.jpg,crop_0108.png,colmap_tracks,1,ok,1245,1207,8654,0,2775,0.0003345630787037037,0.998737621296397,"118,453,1893,2897",
0109.jpg,crop_0109.png,colmap_tracks,1,ok,2610,2573,9695,0,5678,0.0006845582561728395,0.9973805722236395,"91,381,1908,2921",
0110.jpg,,colmap_tracks,0,missing_colmap_observation,,,,,,0.0,,,
0111.jpg,crop_0111.png,colmap_tracks,1,ok,2256,2212,10300,0,5194,0.0006262056327160494,0.997508374576594,"91,528,1937,2972",
0112.jpg,,colmap_tracks,0,missing_colmap_observation,,,,,,0.0,,,
0113.jpg,crop_0113.png,colmap_tracks,1,ok,816,786,6000,0,1889,0.0002277440200617284,0.9991304463908002,"345,632,1926,2791",
0114.jpg,crop_0114.png,colmap_tracks,1,ok,255,241,3238,0,1732,0.0002088155864197531,0.9990512967984005,"650,1015,2072,2820",
0115.jpg,crop_0115.png,colmap_tracks,1,ok,1355,1336,3987,0,1028,0.00012393904320987653,0.9996302279313879,"44,178,2022,2556",
0116.jpg,crop_0116.png,colmap_tracks,1,ok,1758,1726,7001,0,2296,0.0002768132716049383,0.9990940524305318,"253,477,1696,2645",
0117.jpg,crop_0117.png,colmap_tracks,1,ok,968,953,3365,0,692,8.342978395061729e-05,0.9997839802635379,"0,630,1803,2507",
0118.jpg,crop_0118.png,colmap_tracks,1,ok,1530,1514,3413,0,1732,0.0002088155864197531,0.9994350988234596,"51,528,1963,2791",
0119.jpg,crop_0119.png,colmap_tracks,1,ok,2385,2360,6031,0,2231,0.0002689766589506173,0.9991813519984588,"0,976,2026,2775",
0120.jpg,crop_0120.png,colmap_tracks,1,ok,2100,2066,7526,0,2814,0.0003392650462962963,0.9988714793886578,"0,738,1843,2790",
0121.jpg,crop_0121.png,colmap_tracks,1,ok,2233,2199,7516,0,4418,0.0005326485339506173,0.9982221363739711,"0,784,2160,2855",
0122.jpg,crop_0122.png,colmap_tracks,1,ok,1426,1411,3699,0,1827,0.00022026909722222223,0.9993092173171316,"253,931,2152,2892",
0123.jpg,crop_0123.png,colmap_tracks,1,ok,2599,2581,4760,0,1828,0.00022038966049382717,0.9992677860300945,"48,736,1961,2788",
0124.jpg,crop_0124.png,colmap_tracks,1,ok,2319,2294,5255,0,3645,0.000439453125,0.9985187617417086,"6,828,2010,2756",
0125.jpg,crop_0125.png,colmap_tracks,1,ok,1973,1958,3688,0,2618,0.0003156346450617284,0.9989077157490867,"127,860,2067,2761",
0126.jpg,crop_0126.png,colmap_tracks,1,ok,1874,1851,5696,0,3816,0.0004600694444444444,0.9983865007276814,"236,894,1873,2692",
0127.jpg,crop_0127.png,colmap_tracks,1,ok,2202,2172,7599,0,5183,0.000624879436728395,0.9977038513098636,"319,870,2053,2654",
0128.jpg,crop_0128.png,colmap_tracks,1,ok,1325,1302,5268,0,3387,0.00040834780092592594,0.9985387786657371,"319,974,1933,2707",
0129.jpg,crop_0129.png,colmap_tracks,1,ok,1813,1797,4415,0,2263,0.0002728346836419753,0.9990575871315459,"237,972,1987,2670",
0130.jpg,crop_0130.png,colmap_tracks,1,ok,919,909,2552,0,1207,0.00014551986882716049,0.9995032936119114,"134,922,1991,2672",
0131.jpg,crop_0131.png,colmap_tracks,1,ok,1321,1313,2318,0,1512,0.00018229166666666667,0.9993302008112899,"146,1100,1836,2457",
0132.jpg,crop_0132.png,colmap_tracks,1,ok,1792,1778,3933,0,3127,0.000377001350308642,0.9986703637386464,"169,1076,1877,2962",
0133.jpg,crop_0133.png,colmap_tracks,1,ok,1539,1520,3865,0,1175,0.00014166184413580247,0.9995321906575887,"230,1064,1929,2975",
0134.jpg,crop_0134.png,colmap_tracks,1,ok,2184,2173,3024,0,873,0.00010525173611111111,0.9996381783585897,"0,1107,1678,2937",
0135.jpg,crop_0135.png,colmap_tracks,1,ok,2408,2394,3783,0,1902,0.0002293113425925926,0.9992115084936952,"238,1071,1999,2719",
0136.jpg,crop_0136.png,colmap_tracks,1,ok,1991,1977,3440,0,1615,0.0001947096836419753,0.9993490727410205,"159,1107,1936,2937",
0137.jpg,crop_0137.png,colmap_tracks,1,ok,1013,1001,2664,0,1094,0.00013189621913580247,0.9995835046522606,"261,1365,1972,2903",
0138.jpg,crop_0138.png,colmap_tracks,1,ok,1227,1223,978,0,171,2.0616319444444445e-05,0.9999205909887955,"369,1118,1551,1634",
0139.jpg,crop_0139.png,colmap_tracks,1,ok,478,473,1060,0,522,6.293402777777778e-05,0.9997574210793647,"497,1029,1628,1700",
0140.jpg,crop_0140.png,colmap_tracks,1,ok,1608,1593,3698,0,2624,0.00031635802469135804,0.9985743833420171,"51,1219,1266,2763",
0141.jpg,crop_0141.png,colmap_tracks,1,ok,2100,2073,6124,0,3713,0.0004476514274691358,0.9981225770600457,"229,1126,1535,2931",
0142.jpg,crop_0142.png,colmap_tracks,1,ok,1540,1521,4310,0,2787,0.000336009837962963,0.9986800027280891,"289,1284,1689,2680",
0143.jpg,crop_0143.png,colmap_tracks,1,ok,1539,1526,2757,0,1951,0.00023521894290123456,0.9992035141722222,"0,1227,2083,3076",
0144.jpg,crop_0144.png,colmap_tracks,1,ok,1313,1298,3502,0,1889,0.0002277440200617284,0.9992365298442464,"306,1081,1988,3039",
0145.jpg,crop_0145.png,colmap_tracks,1,ok,241,234,1505,0,429,5.172164351851852e-05,0.9998408230007425,"41,1308,2125,2798",
0146.jpg,crop_0146.png,colmap_tracks,1,ok,2064,2039,5905,0,3240,0.000390625,0.9987453410136018,"18,796,2147,2726",
0147.jpg,crop_0147.png,colmap_tracks,1,ok,1244,1225,3826,0,1407,0.00016963252314814814,0.99941023673106,"0,854,1758,2819",
0148.jpg,crop_0148.png,colmap_tracks,1,ok,1730,1719,2844,0,1499,0.00018072434413580248,0.9993580022090891,"174,740,1616,2789",
0149.jpg,crop_0149.png,colmap_tracks,1,ok,3654,3608,11190,0,5522,0.0006657503858024692,0.9975481620539671,"19,651,1884,2855",
0150.jpg,crop_0150.png,colmap_tracks,1,ok,2218,2199,5047,0,2628,0.00031684027777777776,0.9988522538929687,"13,717,1769,2983",
0151.jpg,crop_0151.png,colmap_tracks,1,ok,2878,2847,6939,0,3444,0.0004152199074074074,0.9984782702828809,"41,752,1679,3013",
0152.jpg,crop_0152.png,colmap_tracks,1,ok,2917,2876,9659,0,4861,0.000586058063271605,0.997489404470833,"103,585,1756,2703",
0153.jpg,crop_0153.png,colmap_tracks,1,ok,1061,1033,6788,0,3302,0.00039809992283950616,0.9979969025391778,"110,711,1657,2785",
0154.jpg,crop_0154.png,colmap_tracks,1,ok,2746,2705,9013,0,5303,0.0006393470293209877,0.9965510513342482,"24,801,1534,2814",
0155.jpg,crop_0155.png,colmap_tracks,1,ok,3301,3258,9986,0,5283,0.0006369357638888889,0.9967684515726501,"124,744,1697,2836",
0156.jpg,crop_0156.png,colmap_tracks,1,ok,721,688,7830,0,1635,0.0001971209490740741,0.9991755681772342,"91,996,1681,2902",
0157.jpg,crop_0157.png,colmap_tracks,1,ok,334,315,4477,0,197,2.375096450617284e-05,0.9999281591642832,"104,297,1691,2904",
0158.jpg,crop_0158.png,colmap_tracks,1,ok,397,384,2887,0,735,8.861400462962964e-05,0.9997852406254611,"0,858,1775,2976",
0159.jpg,crop_0159.png,colmap_tracks,1,ok,245,232,2861,0,172,2.0736882716049384e-05,0.9999531322123939,"108,659,2067,3133",
0160.jpg,crop_0160.png,colmap_tracks,1,ok,1034,1008,6688,0,1105,0.0001332224151234568,0.9996582608104012,"122,0,1997,3082",
0161.jpg,crop_0161.png,colmap_tracks,1,ok,3077,3038,9017,0,3193,0.0003849585262345679,0.9988611510185796,"0,16,2058,3052",
0162.jpg,crop_0162.png,colmap_tracks,1,ok,4004,3948,13999,0,4066,0.000490210262345679,0.9984480975263453,"0,2,2074,2971",
0163.jpg,crop_0163.png,colmap_tracks,1,ok,3961,3893,16938,0,4797,0.0005783420138888889,0.998117479188079,"0,47,1964,3006",
0164.jpg,crop_0164.png,colmap_tracks,1,ok,4211,4148,16365,0,3698,0.00044584297839506175,0.9985519067800759,"57,16,1952,2988",
0165.jpg,crop_0165.png,colmap_tracks,1,ok,3667,3599,16373,0,3546,0.0004275173611111111,0.998621666500821,"64,43,2067,2943",
0166.jpg,crop_0166.png,colmap_tracks,1,ok,3554,3483,16957,0,5236,0.0006312692901234568,0.9979997486315125,"0,0,1980,2970",
0167.jpg,crop_0167.png,colmap_tracks,1,ok,1301,1278,5704,0,1400,0.00016878858024691357,0.9994673669016466,"13,0,1911,2977",
0168.jpg,crop_0168.png,colmap_tracks,1,ok,1883,1859,6450,0,2689,0.00032419463734567903,0.9988991653470842,"0,107,1752,2997",
0169.jpg,crop_0169.png,colmap_tracks,1,ok,2823,2752,16734,0,4651,0.0005607397762345679,0.9980984388064034,"10,131,1852,3074",
0170.jpg,crop_0170.png,colmap_tracks,1,ok,1248,1209,9816,0,2261,0.00027259355709876546,0.9991809623927345,"0,26,1795,3190",
0171.jpg,crop_0171.png,colmap_tracks,1,ok,1405,1353,12549,0,3513,0.00042353877314814815,0.9987808868883049,"135,22,1737,3334",
0172.jpg,crop_0172.png,colmap_tracks,1,ok,1178,1143,8505,0,2319,0.00027958622685185183,0.9991775335796121,"0,6,1724,3430",
0173.jpg,crop_0173.png,colmap_tracks,1,ok,955,909,9821,0,1277,0.00015395929783950619,0.9995450707687484,"33,253,1801,3340",
0174.jpg,crop_0174.png,colmap_tracks,1,ok,1725,1645,16693,0,1624,0.00019579475308641975,0.9994608489703178,"0,190,1896,3228",
0175.jpg,crop_0175.png,colmap_tracks,1,ok,1141,1083,13352,0,1372,0.0001654128086419753,0.9995537688965213,"11,248,1921,3297",
0176.jpg,crop_0176.png,colmap_tracks,1,ok,1962,1870,19440,0,2123,0.00025595582561728394,0.9992564935985955,"0,116,1800,3352",
0177.jpg,crop_0177.png,colmap_tracks,1,ok,2738,2668,15706,0,5706,0.0006879340277777778,0.9978713284052311,"0,209,1897,3272",
0178.jpg,crop_0178.png,colmap_tracks,1,ok,2557,2488,14826,0,5689,0.0006858844521604938,0.9979492795443068,"0,166,2005,3341",
0179.jpg,crop_0179.png,colmap_tracks,1,ok,4290,4144,27777,0,6632,0.0007995756172839506,0.9976329967111075,"0,236,2032,3393",
0180.jpg,crop_0180.png,colmap_tracks,1,ok,4378,4235,28617,0,7682,0.0009261670524691358,0.9972390503655868,"0,235,2057,3387",
0181.jpg,crop_0181.png,colmap_tracks,1,ok,3850,3718,27452,0,8872,0.0010696373456790123,0.9968169205500212,"0,249,2037,3352",
0182.jpg,crop_0182.png,colmap_tracks,1,ok,4075,3936,28295,0,6781,0.0008175395447530864,0.997564927486478,"0,183,2111,3327",
0183.jpg,crop_0183.png,colmap_tracks,1,ok,2623,2561,15373,0,2876,0.00034673996913580247,0.9989605079776314,"0,223,2080,3327",
0184.jpg,crop_0184.png,colmap_tracks,1,ok,1356,1320,8864,0,3490,0.00042076581790123456,0.9986599991706585,"0,314,1868,3278",
0185.jpg,crop_0185.png,colmap_tracks,1,ok,1557,1525,6947,0,2913,0.0003512008101851852,0.9987593749600726,"0,587,1820,3310",
0186.jpg,crop_0186.png,colmap_tracks,1,ok,2422,2385,8609,0,3005,0.00036229263117283953,0.9986471203698201,"0,736,1730,3370",
0187.jpg,crop_0187.png,colmap_tracks,1,ok,2559,2526,8460,0,2624,0.00031635802469135804,0.9989502761325837,"0,827,1849,3436",
0188.jpg,crop_0188.png,colmap_tracks,1,ok,1076,1057,4764,0,2074,0.00025004822530864197,0.9992779858799938,"0,785,1773,3560",
0189.jpg,crop_0189.png,colmap_tracks,1,ok,1270,1257,3498,0,1346,0.00016227816358024692,0.9995816501694068,"0,807,2019,3804",
0190.jpg,crop_0190.png,colmap_tracks,1,ok,1182,1169,3168,0,1359,0.0001638454861111111,0.9996042124147411,"0,969,1943,3839",
0191.jpg,crop_0191.png,colmap_tracks,1,ok,181,178,702,0,164,1.9772376543209878e-05,0.999946268952071,"308,911,859,1157",
0192.jpg,crop_0192.png,colmap_tracks,1,ok,363,355,2046,0,701,8.451485339506173e-05,0.999710238501408,"425,1378,1287,3106",
