图像,提示词编号,提示词文本,总分,面积得分,连通域得分,边界得分,时序得分,前背景对比得分,面积比例,连通域数量,边界密度,时序IoU,前背景对比,SAM3原始分数
0000.jpg,P1,green plant,0.7108024526995,0.3756516521136115,1.0,0.6405959429192278,1.0,0.5377646684646606,0.15838240258487654,1,11.220928295079418,1.0,0.13444116711616516,0.326172;0.373047;0.425781;0.328125;0.808594;0.878906;0.466797;0.304688;0.363281
0000.jpg,P2,entire plant excluding pot,0.7563640091851446,0.543769961615096,1.0,0.6589078118382452,1.0,0.5791422724723816,0.22478913483796295,1,10.35325980458976,1.0,0.1447855681180954,0.789062;0.972656
0000.jpg,P3,leaves and stems,0.7247291577313253,0.410872609489764,1.0,0.6466769925289841,1.0,0.5660961866378784,0.1722946807484568,1,10.927341209071384,1.0,0.1415240466594696,0.417969;0.316406;0.738281;0.318359;0.314453;0.867188;0.335938;0.306641
0000.jpg,P4,crop seedling,0.5904761904761905,0.0,1.0,0.9523809523809523,1.0,0.0,0.0,0,1.0,1.0,0.0,
0000.jpg,P5,plant body without background,0.7100367011765616,0.3753067495897796,1.0,0.6393174000804125,1.0,0.535559356212616,0.15824616608796296,1,11.28336566075697,1.0,0.133889839053154,0.503906;0.640625;0.302734
