图像,重提示分数,IoU下降,面积变化,SSIM下降,边界变化,是否标记
CaoMei1_0000.jpg,0.0,0.0,0.0,0.0,0.0,0
CaoMei1_0025.jpg,0.29219054125704375,0.5613709360473783,0.00031091451264153195,0.3336397944606775,0.0814869093142105,0
CaoMei1_0050.jpg,0.3480957420945666,0.41006859065614076,0.38002100375336134,0.3727854692604794,0.10913411407638128,0
CaoMei1_0075.jpg,0.47261478694579534,0.916576533710739,0.16547586674181652,0.4387323287491305,0.005073008495332675,0
CaoMei1_0100.jpg,0.5029958293065007,0.9224267457603824,0.2688799265867533,0.40474241237159647,0.07827255700519581,0
ChangShouHua2_0000.jpg,0.7053074452290685,0.8382215427522294,1.87363358155981,0.4321545196585277,0.35927516900770873,0
ChangShouHua2_0025.jpg,0.35362426863630453,0.465287367105357,0.31577656653345515,0.43932143925671385,0.013327924679249283,0
ChangShouHua2_0050.jpg,0.3429834505202544,0.4777707373447009,0.1687172770082075,0.46402711192567603,0.11718396810758852,0
ChangShouHua2_0075.jpg,0.39885640233418374,0.5686872942366201,0.17588703387236554,0.4810268620128483,0.23724916920042197,0
ChangShouHua2_0100.jpg,0.4852264723604644,0.5779484181220427,0.39078084010544634,0.4482433975507776,0.4879231106912899,0
DouBanLv1_0000.jpg,0.40161712690541135,0.550261149625649,0.27145186649003494,0.36450252294693475,0.33358084784794534,0
DouBanLv1_0025.jpg,0.39729298752546865,0.5709720762054972,0.29275586472324977,0.40092082805550977,0.16022391772569883,0
DouBanLv1_0050.jpg,0.4067065939396394,0.5929651561585562,0.3323127389570694,0.3818599860871986,0.1375040534871847,0
DouBanLv1_0075.jpg,0.47663642671523615,0.6801481549094837,0.4875271313239861,0.404574071337646,0.10372847887672566,0
DouBanLv1_0100.jpg,0.40824848878342335,0.5947011076934379,0.3335701395830157,0.40467652418340017,0.10360956766077412,0
KongQueZhuYu_0000.jpg,0.6508555028562809,0.6736118458909421,1.093597874296841,0.3923575617772579,0.44667977566757844,0
KongQueZhuYu_0025.jpg,0.4796589273307789,0.6085151180859518,0.5255564185328776,0.46209735587340683,0.13176794932749814,0
KongQueZhuYu_0050.jpg,0.36501249225948473,0.3987478285873365,0.33390783408512376,0.4727476991921431,0.15857912623066844,0
KongQueZhuYu_0075.jpg,0.39611520320291327,0.6927507640477887,0.12766223413412,0.4585862968588117,0.04726868691969546,0
KongQueZhuYu_0100.jpg,0.3728426200440548,0.6648299457404079,0.1226819004459,0.4252134022717833,0.021188755703275042,0
XianKeLai1_0000.jpg,0.44444792371331737,0.6088810829821454,0.37984851914346335,0.4000464921222703,0.24243861235422082,0
