method,sample,frame_id,frame,mask_path,gt_path,precision,recall,f1,miou,iou_fg,hd95_px,boundary_f1,area_ratio,component_count,temporal_iou,outside_nonblack_ratio,leakage_energy
SAM2_oracle_box,KongQueZhuYu,0000,KongQueZhuYu_0000,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_KongQueZhuYu_0000.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_KongQueZhuYu_0000.png,0.9936470115123441,0.6758344059904207,0.804490341430817,0.790491011895135,0.672926676639026,298.9161071777344,0.36532753443257976,0.16009343653549382,1,,0.0013301623457151223,0.0010170717592592592
SAM2_oracle_box,KongQueZhuYu,0025,KongQueZhuYu_0025,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_KongQueZhuYu_0025.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_KongQueZhuYu_0025.png,0.9864051215452486,0.94513806644535,0.965330762579464,0.948778847115257,0.9329848879880346,351.58660888671875,0.2936397347032313,0.33485761477623455,3,0.26192688652493823,0.006997996733316814,0.004552348572530864
SAM2_oracle_box,KongQueZhuYu,0050,KongQueZhuYu_0050,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_KongQueZhuYu_0050.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_KongQueZhuYu_0050.png,0.9930264191667926,0.8113833094939328,0.8930622015616035,0.8749947523993672,0.8067862555795672,337.5585632324219,0.13933374441048932,0.1930442226080247,2,0.5099236146337409,0.0017626558484703206,0.0013462094907407407
SAM2_oracle_box,KongQueZhuYu,0075,KongQueZhuYu_0075,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_KongQueZhuYu_0075.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_KongQueZhuYu_0075.png,0.9883738621562348,0.9604760080236201,0.9742252557105372,0.9657268318585467,0.949745800561084,182.0832061767578,0.19136787877314163,0.25991415895061726,2,0.3256106971366311,0.004125116236967059,0.003021797839506173
SAM2_oracle_box,KongQueZhuYu,0100,KongQueZhuYu_0100,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_KongQueZhuYu_0100.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_KongQueZhuYu_0100.png,0.9949845999908133,0.9756869247222293,0.9852412767291345,0.9793407798824876,0.9709118573067423,51.17323303222656,0.531239508006013,0.2913480179398148,1,0.3363048877359742,0.0020788854703915768,0.0014612268518518518
SAM2_oracle_box,DouBanLv1,0000,DouBanLv1_0000,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_DouBanLv1_0000.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_DouBanLv1_0000.png,0.7231563968733767,0.9229114626699972,0.8109135040917635,0.7740973889779894,0.6819634289702193,380.7311096191406,0.21724286966669204,0.3082349537037037,1,,0.11250518984500722,0.08533287519290124
SAM2_oracle_box,DouBanLv1,0025,DouBanLv1_0025,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_DouBanLv1_0025.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_DouBanLv1_0025.png,0.8732392071822233,0.9588400400953302,0.9140398458981832,0.9027210325765413,0.8416881986376135,241.41693115234375,0.23299139324808507,0.18502580054012346,3,0.3949433880949978,0.028207131755610012,0.023454017168209877
SAM2_oracle_box,DouBanLv1,0050,DouBanLv1_0050,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_DouBanLv1_0050.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_DouBanLv1_0050.png,0.9927926530032585,0.8353124706116646,0.9072695799302898,0.9049037063267301,0.8302775902151703,270.2070617675781,0.19441955116302467,0.09168523341049382,1,0.30783406251887546,0.0007416222462318459,0.0006608072916666666
SAM2_oracle_box,DouBanLv1,0075,DouBanLv1_0075,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_DouBanLv1_0075.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_DouBanLv1_0075.png,0.9891422746380125,0.9548835019659547,0.9717110241191316,0.9670675280070491,0.9449785487457257,124.96647644042969,0.39309774387532814,0.15871937692901233,1,0.26697504976200254,0.0020624221036705456,0.0017233314043209878
SAM2_oracle_box,DouBanLv1,0100,DouBanLv1_0100,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/method_masks/SAM2_oracle_box/mask_DouBanLv1_0100.png,/data/fj/F2DMAS/00-论文优化重构/计算机与电子农业特刊实验工作区/06-实验一四样本代表集/E1_Representative4_PottedPlant_VFM/gt_masks/mask_DouBanLv1_0100.png,0.9889380781083604,0.957952337879362,0.9731986311732927,0.97065126304775,0.9477963905378656,82.12999725341797,0.4870261371413773,0.10664617091049383,1,0.40793543979592095,0.0013256612522967064,0.001179711612654321
