图像,重提示分数,IoU下降,面积变化,SSIM下降,边界变化,是否标记,几何分数,几何标记,最终重提示标记
0084.jpg,0.545043958804482,0.775676294199341,0.6421240021139885,0.2954712654390641,0.2610562596429961,1,0.1546468401486989,low,1
0085.jpg,0.17621663248521316,0.28348183408600836,0.049505479558526355,0.2125409987688578,0.07657580648842789,0,0.12816691505216096,low,1
0086.jpg,0.2564298952016079,0.4451949198708248,0.021231491295875468,0.23230549807875578,0.24818283935440955,0,0.20443037974683545,low,1
0087.jpg,0.294084359485208,0.4943514968709477,0.06334925714078518,0.24892619454691878,0.28661648438966913,0,,,0
0088.jpg,0.24526035309942434,0.34918991422621215,0.036766235840063444,0.2384416142466147,0.361612803990537,0,0.18802966101694915,low,1
0089.jpg,0.2166774772309705,0.4347799070869077,0.0013208559893585319,0.22920241706304,0.04582460991635453,0,0.24888035828534869,low,1
0090.jpg,0.19145870763891365,0.22463109278491333,0.05618959490026734,0.20028147920099426,0.324800377592524,0,,,0
0091.jpg,0.26113415550179314,0.32304482141889324,0.1450019559393709,0.2417906997503958,0.34246869388492573,0,0.13397299218194741,low,1
0092.jpg,0.5727233454840411,0.643209552594666,1.6225868391918075,0.23839402942793053,0.25334329812616957,1,0.256993006993007,low,1
0093.jpg,0.4105990206200738,0.5505617612571498,0.5282952907691953,0.2347934062167697,0.1808681995572003,0,0.11467410247472987,low,1
0094.jpg,0.2759037054027617,0.44833385703468276,0.10608136925195955,0.23498686663888724,0.224798643119407,0,0.125,low,1
0095.jpg,0.38944068425216366,0.4156215490093236,0.2627189087196862,0.25079233775901466,0.7706355365281682,0,0.25101419878296144,low,1
0096.jpg,0.1487916334822241,0.14951035747517905,0.05080808864571002,0.22174075941717697,0.18883864233459785,0,0.2827356130108424,low,1
0097.jpg,0.6457053904877238,0.8415378160239554,1.1764676458117964,0.2536423811315487,0.251710397309682,1,0.36247723132969034,low,1
0098.jpg,0.4318785719176869,0.7110743444231838,0.1135861945938019,0.25836350938203523,0.6001008358374224,0,0.620824295010846,low,1
0099.jpg,0.14457994828624054,0.21358321523009138,0.048962375038819964,0.1960018424916825,0.05723179048721949,0,0.7021121631463948,ok,0
0100.jpg,0.25843381526100634,0.3997373839863917,0.009608970371092108,0.23277434372036943,0.3861993489526926,0,0.4624591947769314,low,1
0101.jpg,0.48359469468625804,0.5256445967068041,0.31353610642989194,0.2897125834011175,0.9920460892074955,0,0.7793858100953053,ok,0
0102.jpg,0.12169012482545012,0.09809678954742607,0.00433641172879967,0.25475338440637196,0.15055866300038728,0,0.7809098200985447,ok,0
0103.jpg,0.11996222713976447,0.13432306485231293,0.01285669466809792,0.2706398309438762,0.013833486923076023,0,0.766076421248835,ok,0
0104.jpg,0.14634275161680751,0.15750448295247044,0.08018573137787105,0.2443782046633729,0.06716799048754583,0,0.6596045197740112,low,1
0105.jpg,0.15425712295278501,0.18034048046169437,0.05968200893870504,0.23878337284524853,0.11014406230135727,0,0.6948329448329449,low,1
0106.jpg,0.16545035770070599,0.21596400053960652,0.03036566000988421,0.25681790214123856,0.12044711316042017,0,0.7789291882556131,ok,0
0107.jpg,0.1655517252988877,0.2119120934912322,0.08080884768508899,0.24900603720854553,0.059525142356985285,0,0.78840820854132,ok,0
0108.jpg,0.14782699718978481,0.22679750148456357,0.030704591524029098,0.2295656139012442,0.02253546875912832,0,0.6461670480549199,low,1
0109.jpg,0.14940992972578115,0.20210716298848141,0.011325211514539227,0.24494472943283097,0.0973662496198007,0,0.7083798882681565,ok,0
0110.jpg,0.19195960594127792,0.23745997317509515,0.09361117261675107,0.2539352555101889,0.1464133886550642,0,0.5805142083897158,low,1
0111.jpg,0.21442241692684072,0.28272539815568254,0.07255774888620002,0.26305602665603545,0.21043389124528644,0,0.6194125159642401,low,1
0112.jpg,0.2140522392743697,0.32345796691470385,0.0063727794108797906,0.25845104437516686,0.23090663271807815,0,0.5337403598971723,low,1
0113.jpg,0.2535574006532599,0.37664520302255156,0.11636416603738871,0.2508891396288514,0.19945502119204528,0,0.3864101514531314,low,1
0114.jpg,0.26295313256587943,0.2560478957953223,0.11818435905729391,0.24951266330251543,0.5427474229837621,0,0.6364833717484359,low,1
0115.jpg,0.18229229185710208,0.11328725644845361,0.01889773934618523,0.2274368042913859,0.5403874412716703,0,0.44905320108205593,low,1
0116.jpg,0.15516227320535547,0.2687091697851788,0.006987710318312303,0.22359338357704095,0.023125268711363955,0,0.41878453038674035,low,1
0117.jpg,0.18276515535357196,0.21073053183250645,0.0032432820880054355,0.25260369527175397,0.3003181658150323,0,0.437827536922344,low,1
0118.jpg,0.1514833661975819,0.20192868155025712,0.021778244649196154,0.26214189909201135,0.06552194479793366,0,0.49348140994688555,low,1
0119.jpg,0.12429859320225826,0.15060871818309407,0.006534887103812793,0.23938113749992784,0.06737690458160128,0,0.5511732401397903,low,1
0120.jpg,0.1863166354209076,0.29882142800184996,0.056357037666586215,0.23500026977985367,0.05926539172433433,0,0.5979899497487438,low,1
0121.jpg,0.1696530374088714,0.25818105403031577,0.09080696382575948,0.21324950811232113,0.02183700342493817,0,0.655829596412556,low,1
0122.jpg,0.1299307564668972,0.17978999305971177,0.03457098018869995,0.19956773685205476,0.05646386423872923,0,0.6135629709364908,low,1
0123.jpg,0.1532188234016251,0.21604845745294443,0.029077372838543964,0.21211275604406488,0.11536220714961574,0,0.44238856181665265,low,1
0124.jpg,0.13851773283139576,0.15407806906280574,0.08993824346990914,0.20633405587796705,0.0701488921496312,0,0.470517448856799,low,1
0125.jpg,0.3069091149483786,0.5721226694322202,0.17957669526429937,0.22861501007198848,0.030788362086863554,0,0.36635706914344685,low,1
0126.jpg,0.27162489380848337,0.5481126541011222,0.057499679333393554,0.23978916943128725,0.03642168454613643,0,0.48089591567852435,low,1
0127.jpg,0.1718472096639874,0.238121189156712,0.033881002077131836,0.22614227544203203,0.15665982719564822,0,0.48045486851457003,low,1
0128.jpg,0.13516815854668646,0.153949870947083,0.05986219002199972,0.21394539413839697,0.08555871783405497,0,0.536734693877551,low,1
0129.jpg,0.1488322403297661,0.16054178060384972,0.08901924150521826,0.20241417340949952,0.1318950892649285,0,0.5881104033970276,low,1
0130.jpg,0.37263129126382916,0.6971155555090903,0.30849301495413994,0.20107123656336479,0.008331893041809063,0,0.6015037593984962,low,1
0131.jpg,0.18522926069012421,0.14355452589773288,0.062243176480633294,0.16662557987397064,0.5184532502484449,0,0.5647509578544061,low,1
0132.jpg,0.17316962570915295,0.14819652224915414,0.06843834280290151,0.17645247744050319,0.40052091907398557,0,,,0
0133.jpg,0.32729709638513926,0.4170572353098786,0.25689016966219386,0.2183793267298495,0.4167312661911397,0,0.513869625520111,low,1
0134.jpg,0.1413143664635697,0.09680981489031582,0.059051273678607664,0.19322669167878326,0.2957429327507429,0,,,0
0135.jpg,0.30496285077354013,0.5693190725824303,0.021304010608221454,0.21313282212186446,0.31394644791445375,0,0.453781512605042,low,1
0136.jpg,0.24327555833253242,0.30713051694640436,0.25472207231516464,0.21345718127094548,0.12490042669842251,0,0.32977850697292865,low,1
0137.jpg,0.12608039499975887,0.18418046083270834,0.012874515767583871,0.21767843009533017,0.026526648283882934,0,0.350541215653622,low,1
0138.jpg,0.2905680804358623,0.34605681812777256,0.32350627955322486,0.2218423156490401,0.22074030193717106,0,,,0
0139.jpg,0.3261780207483739,0.38983084750021724,0.1422820544071586,0.2689970786197645,0.5794496057771139,0,0.6968690702087287,low,1
0140.jpg,0.15711024031744267,0.18247219965576078,0.04476309310804069,0.2535111253610165,0.12450943880441392,0,0.5952566096423018,low,1
0141.jpg,0.15991750651697145,0.20450814072116374,0.04099661506913928,0.2701604741319005,0.07033589976202813,0,0.6443433029908973,low,1
0142.jpg,0.13830929239804848,0.12926368965012858,0.026943031618692416,0.2645089738690961,0.13469333099037567,0,0.6456514710636923,low,1
0143.jpg,0.17764055615413957,0.14275058549074515,0.0018376070306347857,0.24109033018309078,0.44630577952631584,0,0.6020321761219306,low,1
0144.jpg,0.14811120433460964,0.08845390629009353,0.022628867417794508,0.21724480267073087,0.3812261307396372,0,0.6469194312796208,low,1
0145.jpg,0.23028949968768045,0.3934037786396597,0.05571342283215621,0.2788127064192413,0.059777632339667916,0,0.7112380952380952,ok,0
0146.jpg,0.1442917408945848,0.15784480718268268,0.00995135050549651,0.23086690079554173,0.1922766370359087,0,0.6672045179507866,low,1
0147.jpg,0.10607826811900578,0.08266230023860954,0.009405744630858052,0.22053421410187868,0.13107648901538846,0,0.7639353400222966,ok,0
0148.jpg,0.14393137933628644,0.1584561130222193,0.03649228373163031,0.22805820913549923,0.1488941104115154,0,0.7824548991864166,ok,0
0149.jpg,0.135999260199576,0.15625494493183867,0.08952620715423204,0.224858241681954,0.01809278176257309,0,0.8232828119961303,ok,0
0150.jpg,0.17368075130496521,0.19760531821618943,0.14242673196557307,0.24054350051876627,0.058508878721427175,0,0.7884986491702045,ok,0
0151.jpg,0.12600363249263244,0.14940556461876464,0.0057423790360421195,0.20364956799521028,0.14242465412167815,0,0.7078947368421052,ok,0
0152.jpg,0.17987858275707858,0.22548250269326942,0.08585561699729628,0.22787451156946437,0.15018116448496072,0,0.571993670886076,low,1
0153.jpg,0.1205958670868012,0.16371569928128493,0.03227050246278277,0.2025809341723548,0.030550087863780613,0,0.4781659388646288,low,1
0154.jpg,0.2769876171827403,0.5515173227577119,0.07178303673861423,0.23044912294470954,0.0559900953114013,0,0.5718349928876245,low,1
0155.jpg,0.11990994615282465,0.171505259742334,0.04617909343067794,0.16726661033858126,0.043477862004619734,0,0.5788590604026845,low,1
0156.jpg,0.33676980653118593,0.595611794313144,0.18378920504574411,0.21013063517181219,0.1988381231146431,0,0.5686015831134564,low,1
0157.jpg,0.24874881145012812,0.272840139844712,0.22961341698953064,0.22547112145421166,0.26322418595695557,0,0.6717885679164106,low,1
0158.jpg,0.1613559393615564,0.20365906099738085,0.14189522113609032,0.2042060323524274,0.023666364268957872,0,0.6464026770775237,low,1
0159.jpg,0.357476653124781,0.5507061913649294,0.3763556650830939,0.2472669444369221,0.058825558447011206,0,0.3778409090909091,low,1
0160.jpg,0.274081584423963,0.5579138787307771,0.021786766743067218,0.21201816401026619,0.135736627865718,0,0.37862468931234466,low,1
0161.jpg,0.4598495781797751,0.5181455629790004,0.4444964832708867,0.21298691179627427,0.760851882468898,0,0.6169171618315274,low,1
0162.jpg,0.41980372137092337,0.7539862332276651,0.10402860810423904,0.2390319961552817,0.4676225911757359,0,0.39655172413793105,low,1
0163.jpg,0.22649830312796365,0.38965120777099627,0.09709906928120057,0.2082916036437531,0.09181808117917695,0,0.2548262548262548,low,1
0164.jpg,0.35310105611300124,0.31689534774834227,0.23066411972202366,0.21002344692899233,0.8801052849221831,0,0.3183921341816079,low,1
0165.jpg,0.2504081523517114,0.2652749621129191,0.14128033975036644,0.20843503065521019,0.4675538200719702,0,0.3480738993710692,low,1
0166.jpg,0.13793042826048124,0.20382437908065276,0.02717593758758562,0.2308645096098434,0.013878558552636885,0,0.3499381734675852,low,1
0167.jpg,0.23046695501249237,0.3723493370015605,0.0066245980513044336,0.2171888793825716,0.2946087846898479,0,0.33393501805054154,low,1
0168.jpg,0.23418563836059647,0.37441916290872923,0.04823208495599504,0.22892078349735523,0.22567142819469113,0,0.3363249881908361,low,1
0169.jpg,0.07003441957393992,0.05828117334743599,0.011921928850563094,0.18498058943573648,0.002735862205082922,0,0.29706825469537335,low,1
0170.jpg,0.33511465555111264,0.409699364766557,0.16194089670282694,0.2185387611248838,0.6439997561726002,0,0.32027168234064785,low,1
0171.jpg,0.3177893136307714,0.40903048763520156,0.2788769618980164,0.2172997701891669,0.33722973291103336,0,0.5413427561837456,low,1
0172.jpg,0.5506264154374203,0.5684868437388778,1.317156029508016,0.23068632369289999,0.29322959470392107,1,0.496861419604056,low,1
0173.jpg,0.39145209211225124,0.5060367454068242,0.5706703141845543,0.22027821873947162,0.11068065325904199,0,0.5434868162140889,low,1
0174.jpg,0.19099025473121714,0.1681969662146633,0.10010039155340786,0.23056861855078592,0.3296937602002437,0,0.5891908778506717,low,1
0175.jpg,0.1659034744557717,0.22939494588358922,0.0869663368091525,0.23162397096197862,0.03978444302488471,0,0.5461760461760462,low,1
0176.jpg,0.18087629773871575,0.34354175960426503,0.030986129793235475,0.19692829465335604,0.024387171770500676,0,0.5378071833648393,low,1
0177.jpg,0.18741370771475996,0.3427432094249109,0.0287692442745859,0.19257499022092683,0.08078350528108641,0,0.5377049180327869,low,1
0178.jpg,0.21880477521324304,0.28206495990279823,0.13671338789502183,0.2012825663798925,0.23722033785690058,0,0.703023758099352,ok,0
0179.jpg,0.28853027512490004,0.40290116183047053,0.18823544130830228,0.19619257876796847,0.3427190897677844,0,0.5602893890675241,low,1
